Name,Formula,Mass (avg),"RSD (Mass, ppm)",Saturated,RT (avg),RT (span),Height (avg),Found,Missed,"Score (Tgt, max)",%RSD (Tgt),Ions (min),Ions (max),[Mass] eWAT_01_150x_pos_082121_031,[Mass] eWAT_02_150x_pos_082121_034,[Mass] eWAT_03_150x_pos_082121_026,[Mass] eWAT_04_150x_pos_082121_21,[Mass] eWAT_05_150x_pos_082121_027,[Mass] eWAT_06_150x_pos_082121_19,[Mass] eWAT_07_150x_pos_082121_032,[Mass] eWAT_08_150x_pos_082121_025,[Mass] eWAT_09_150x_pos_082121_22,[Mass] eWAT_10_150x_pos_082121_037,[Mass] eWAT_11_150x_pos_082121_033,[Mass] eWAT_12_150x_pos_082121_028,[Mass] eWAT_PB_150x_pos_082121_038,[RT] eWAT_01_150x_pos_082121_031,[RT] eWAT_02_150x_pos_082121_034,[RT] eWAT_03_150x_pos_082121_026,[RT] eWAT_04_150x_pos_082121_21,[RT] eWAT_05_150x_pos_082121_027,[RT] eWAT_06_150x_pos_082121_19,[RT] eWAT_07_150x_pos_082121_032,[RT] eWAT_08_150x_pos_082121_025,[RT] eWAT_09_150x_pos_082121_22,[RT] eWAT_10_150x_pos_082121_037,[RT] eWAT_11_150x_pos_082121_033,[RT] eWAT_12_150x_pos_082121_028,[RT] eWAT_PB_150x_pos_082121_038,[Height] eWAT_01_150x_pos_082121_031,[Height] eWAT_02_150x_pos_082121_034,[Height] eWAT_03_150x_pos_082121_026,[Height] eWAT_04_150x_pos_082121_21,[Height] eWAT_05_150x_pos_082121_027,[Height] eWAT_06_150x_pos_082121_19,[Height] eWAT_07_150x_pos_082121_032,[Height] eWAT_08_150x_pos_082121_025,[Height] eWAT_09_150x_pos_082121_22,[Height] eWAT_10_150x_pos_082121_037,[Height] eWAT_11_150x_pos_082121_033,[Height] eWAT_12_150x_pos_082121_028,[Height] eWAT_PB_150x_pos_082121_038,[Score (MFE)] eWAT_01_150x_pos_082121_031,[Score (MFE)] eWAT_02_150x_pos_082121_034,[Score (MFE)] eWAT_03_150x_pos_082121_026,[Score (MFE)] eWAT_04_150x_pos_082121_21,[Score (MFE)] eWAT_05_150x_pos_082121_027,[Score (MFE)] eWAT_06_150x_pos_082121_19,[Score (MFE)] eWAT_07_150x_pos_082121_032,[Score (MFE)] eWAT_08_150x_pos_082121_025,[Score (MFE)] eWAT_09_150x_pos_082121_22,[Score (MFE)] eWAT_10_150x_pos_082121_037,[Score (MFE)] eWAT_11_150x_pos_082121_033,[Score (MFE)] eWAT_12_150x_pos_082121_028,[Score (MFE)] eWAT_PB_150x_pos_082121_038,[Score (Tgt)] eWAT_01_150x_pos_082121_031,[Score (Tgt)] eWAT_02_150x_pos_082121_034,[Score (Tgt)] eWAT_03_150x_pos_082121_026,[Score (Tgt)] eWAT_04_150x_pos_082121_21,[Score (Tgt)] eWAT_05_150x_pos_082121_027,[Score (Tgt)] eWAT_06_150x_pos_082121_19,[Score (Tgt)] eWAT_07_150x_pos_082121_032,[Score (Tgt)] eWAT_08_150x_pos_082121_025,[Score (Tgt)] eWAT_09_150x_pos_082121_22,[Score (Tgt)] eWAT_10_150x_pos_082121_037,[Score (Tgt)] eWAT_11_150x_pos_082121_033,[Score (Tgt)] eWAT_12_150x_pos_082121_028,[Score (Tgt)] eWAT_PB_150x_pos_082121_038,[Ions] eWAT_01_150x_pos_082121_031,[Ions] eWAT_02_150x_pos_082121_034,[Ions] eWAT_03_150x_pos_082121_026,[Ions] eWAT_04_150x_pos_082121_21,[Ions] eWAT_05_150x_pos_082121_027,[Ions] eWAT_06_150x_pos_082121_19,[Ions] eWAT_07_150x_pos_082121_032,[Ions] eWAT_08_150x_pos_082121_025,[Ions] eWAT_09_150x_pos_082121_22,[Ions] eWAT_10_150x_pos_082121_037,[Ions] eWAT_11_150x_pos_082121_033,[Ions] eWAT_12_150x_pos_082121_028,[Ions] eWAT_PB_150x_pos_082121_038
TG 18:0_18:1_20:1,C59 H110 O6,914.8305,0.82,0,14.58,0.008,1634566,13,0,99.8,6.1,13,19,914.8307,914.8308,914.8304,914.8309,914.8311,914.8304,914.8307,914.8301,914.8305,914.8311,914.8304,914.8311,914.8282,14.584,14.581,14.584,14.583,14.579,14.584,14.579,14.584,14.579,14.577,14.584,14.584,14.585,979641,1672980,984466,1268388,2475166,1504838,2238390,685851,2422309,3187620,998584,2784881,46247,,,,,,,,,,,,,,99.68,99.54,99.3,99.49,99.67,99.76,99.42,99.42,99.57,99.23,99.34,99.2,77.84,17,16,18,17,18,18,19,18,17,18,18,19,13
TG 54:6,C57 H98 O6,878.7372,0.49,0,12.99,0.027,17808429,13,0,99.8,4.3,10,20,878.7372,878.7371,878.7367,878.7374,878.7374,878.7375,878.7369,878.7371,878.7374,878.7372,878.7376,878.7375,878.736,12.993,12.995,12.99,12.981,12.971,12.987,12.998,12.984,12.997,12.979,12.982,12.987,12.995,19094143,19866904,17914136,19820507,17786165,19517806,20200447,17319309,20150402,20211989,19748556,19849421,29797,,,,,,,,,,,,,,99.47,99.49,99.67,98.58,97.46,99.22,99.81,99.2,99.16,98.6,98.59,99.1,84.17,20,13,16,17,18,19,18,16,19,17,19,20,10
TG 18:2_18:2_20:3,C59 H100 O6,904.7515,0.65,0,13.09,0.067,1523698,13,0,99.7,8.4,9,20,904.7514,904.7516,904.7508,904.7512,904.7514,904.7513,904.7517,904.7508,904.7516,904.7515,904.7516,904.7515,904.7532,13.088,13.097,13.084,13.087,13.088,13.087,13.09,13.085,13.09,13.096,13.089,13.088,13.152,1479294,1926118,1171462,1431981,2117857,1526920,1423664,1224026,1813228,2226388,1458999,2002805,5339,,,,,,,,,,,,,,99.06,98.88,98.88,99.67,98.19,99.5,99.47,98.66,98.24,99.21,92.82,99.26,69.86,15,20,14,16,18,18,19,18,19,17,16,18,9
TG 16:0_17:0_18:1,C54 H102 O6,846.7683,0.46,0,14.4,0.01,1543957,13,0,99.7,4.1,13,16,846.7683,846.7684,846.768,846.7684,846.7686,846.7683,846.7682,846.7683,846.7686,846.7688,846.7679,846.7686,846.7673,14.405,14.402,14.399,14.404,14.4,14.405,14.4,14.405,14.401,14.398,14.405,14.4,14.395,1401090,2163734,1229846,1315347,1962610,1430810,1815644,871394,1974924,2764267,1153154,1943853,44770,,,,,,,,,,,,,,99.54,99.39,99.53,99.22,99.12,99.44,99.6,99.33,99.16,98.69,99.73,98.93,84.7,14,14,15,16,14,15,15,15,14,15,16,14,13
TG 12:0_16:0_18:1,C49 H92 O6,776.69,0.27,0,13.39,0.011,1084421,13,0,99.8,1.6,9,14,776.6899,776.6901,776.6902,776.6898,776.69,776.6904,776.6901,776.6902,776.6898,776.6897,776.6899,776.6903,776.6898,13.39,13.391,13.392,13.394,13.389,13.389,13.392,13.392,13.393,13.386,13.39,13.389,13.397,1436800,884287,1158754,762502,1068960,697778,1513164,1556969,1245728,1344870,1205891,1215447,6337,,,,,,,,,,,,,,99.73,99.5,99.53,99.75,99.6,99.35,99.56,99.39,99.77,99.69,99.64,99.17,94.04,12,11,12,10,9,9,12,13,14,12,11,13,14
TG 18:1_18:2_22:6,C61 H100 O6,928.7526,0.35,0,13.06,0.084,1325470,13,0,96.4,8.3,10,19,928.7526,928.7527,928.7525,928.7527,928.7526,928.7533,928.7524,928.7524,928.7526,928.7529,928.7526,928.753,928.7519,13.054,13.059,13.051,13.059,13.058,13.054,13.061,13.055,13.061,13.057,13.055,13.057,13.135,1415119,1642698,1127952,1085384,1823171,1578609,1203717,1313247,1458492,1617544,1231568,1727535,6077,,,,,,,,,,,,,,94.14,88.12,94.95,88.94,86.88,89.06,95.9,95.08,91.83,86.07,90.64,96.35,68.05,19,18,13,12,18,10,15,16,14,13,16,15,12
TG 16:0_18:1_22:5,C59 H102 O6,906.7682,0.31,0,13.77,0.009,2088113,12,1,99.9,0.3,15,21,906.7682,906.7683,906.7679,906.7681,906.7685,906.7682,906.7678,906.7682,906.7681,906.7686,906.7681,906.7688,,13.771,13.771,13.766,13.768,13.763,13.763,13.769,13.772,13.767,13.766,13.765,13.763,,1790160,2969364,706835,1600032,2507763,2392836,2204855,792647,2184924,3499284,1549445,2859212,,,,,,,,,,,,,,,99.76,99.41,99.85,99.7,99.51,99.57,98.82,99.6,99.82,99.29,99.6,98.93,,19,18,15,17,19,19,17,18,21,19,21,18,
TG 15:0_16:0_18:2,C52 H96 O6,816.7212,0.32,0,13.73,0.025,1119716,13,0,99.8,4.5,10,15,816.7212,816.7212,816.7209,816.7211,816.7215,816.7212,816.7211,816.7211,816.7214,816.7214,816.7213,816.7211,816.7205,13.737,13.737,13.733,13.734,13.735,13.729,13.735,13.733,13.733,13.733,13.732,13.735,13.754,1210692,1555657,916237,1086855,1620856,1092759,1087695,913238,1223232,1720875,977465,1144496,6265,,,,,,,,,,,,,,99.41,99.54,99.78,99.68,99.46,99.7,99.58,99.69,99.49,99.57,99.52,99.6,83.72,11,15,12,11,11,10,14,10,14,12,11,12,10
TG 15:0_16:0_18:1,C52 H98 O6,818.7369,0.25,0,14.17,0.006,1048765,12,1,99.8,0.2,11,15,818.7372,818.7371,818.7369,818.7367,818.7369,818.7372,818.7372,818.7366,818.7369,818.7371,818.7369,818.7367,,14.175,14.172,14.169,14.17,14.17,14.171,14.171,14.175,14.173,14.169,14.174,14.17,,919001,1461029,875775,821972,1300620,833436,1042730,789201,1120533,1618818,742464,1059608,,,,,,,,,,,,,,,99.31,99.5,99.57,99.73,99.58,99.29,99.25,99.82,99.63,99.48,99.66,99.81,,14,14,13,11,12,15,13,13,13,12,13,13,
TG 18:0_18:0_18:1,C57 H108 O6,888.815,0.4,0,14.59,0.011,1212532,13,0,99.8,3.5,14,19,888.8149,888.8153,888.8147,888.8148,888.8154,888.8146,888.8151,888.8147,888.8151,888.8157,888.815,888.8156,888.8147,14.596,14.587,14.59,14.589,14.59,14.589,14.59,14.596,14.59,14.589,14.596,14.59,14.585,797675,1511407,886251,963709,1990172,423844,1365557,172194,1971111,2526987,898910,2198082,57027,,,,,,,,,,,,,,99.67,99.35,99.72,99.73,99.42,99.84,99.7,99.75,99.6,99.33,99.29,99.46,87.11,17,17,15,17,18,14,19,18,19,17,17,18,15
DG 18:1_18:2,C39 H70 O5,618.5226,0.37,0,9.1,0.049,1936333,13,0,99.8,4,7,22,618.5226,618.5227,618.5225,618.5225,618.5226,618.5225,618.5228,618.5227,618.5228,618.5226,618.5228,618.5226,618.5219,9.094,9.1,9.104,9.095,9.096,9.093,9.099,9.094,9.093,9.102,9.102,9.098,9.055,692607,1497960,433007,754350,1967441,1029325,3740448,2004006,3727078,3311033,2719745,3291053,4281,,,,,,,,,,,,,,99.57,99.65,99.53,99.84,99.79,99.6,99.79,99.77,99.73,99.65,99.49,99.75,85.49,18,19,16,17,18,20,19,19,20,21,19,22,7
TG 51:4,C54 H96 O6,840.7211,0.37,0,13.22,0.055,1000884,13,0,99.9,8.1,10,20,840.7214,840.7212,840.721,840.7212,840.7216,840.7209,840.7211,840.7209,840.7211,840.7212,840.7214,840.7211,840.7203,13.222,13.223,13.219,13.221,13.216,13.221,13.221,13.219,13.22,13.219,13.217,13.221,13.168,918676,1431548,655260,1031708,1635355,890542,1070949,772910,1206054,1503259,930521,962244,2469,,,,,,,,,,,,,,99.56,99.6,99.81,99.67,99.25,99.76,99.77,99.84,99.81,99.87,99.55,99.77,71.22,17,18,18,17,20,13,18,18,18,19,16,18,10
TG 12:0_18:2_18:2,C51 H90 O6,798.6742,0.22,0,12.3,0.041,1401757,13,0,99.9,2.6,5,18,798.6738,798.674,798.6744,798.674,798.6743,798.6739,798.6743,798.6743,798.6743,798.6743,798.6741,798.6743,798.6743,12.3,12.304,12.304,12.3,12.301,12.3,12.301,12.298,12.299,12.299,12.296,12.299,12.337,1631833,975604,1094713,982928,1452251,719044,2507501,1460230,2303554,1825683,1620673,1646777,2053,,,,,,,,,,,,,,99.88,99.88,99.59,99.82,99.76,99.93,99.72,99.55,99.63,99.69,99.65,99.7,90.36,14,16,17,16,16,13,17,17,16,14,18,15,5
TG 17:1_18:2_18:2,C56 H98 O6,866.737,1.02,0,13.21,0.025,910465,7,6,99.5,8.8,10,19,,,866.7367,866.7366,,866.7367,,866.7364,,866.7369,,866.7367,866.739,,,13.213,13.215,,13.21,,13.213,,13.213,,13.21,13.235,,,730891,1193696,,957060,,683568,,1585301,,1219774,2966,,,,,,,,,,,,,,,,99.37,99.55,,99.26,,99.37,,99.41,,99.2,77.01,,,19,16,,16,,16,,16,,16,10
TG 16:0_18:2_20:4,C57 H98 O6,878.7368,0.7,0,13.32,0.016,929234,13,0,95.6,11.9,9,17,878.7373,878.7368,878.7366,878.7369,878.7372,878.7373,878.7363,878.7367,878.7368,878.7375,878.7361,878.7375,878.7353,13.317,13.324,13.319,13.316,13.317,13.316,13.316,13.319,13.321,13.319,13.318,13.316,13.308,1402545,2143091,231185,1077002,540595,352933,982270,1317683,966966,939539,1067290,1056102,2844,,,,,,,,,,,,,,77.89,83.52,95.52,78.22,94.78,89.76,78.48,95.63,79.45,92.83,80.34,79.3,60.76,14,13,17,15,17,14,13,13,14,13,15,14,9
TG 16:0_16:0_22:6,C57 H98 O6,878.7354,0.78,0,13.59,0.1,1131839,13,0,88,5.2,13,16,878.7352,878.7359,878.7352,878.7346,878.7369,878.7359,878.7356,878.7353,878.7359,878.736,878.7345,878.7354,878.7344,13.592,13.603,13.593,13.589,13.596,13.595,13.596,13.588,13.594,13.598,13.592,13.595,13.503,1259218,1423748,763244,1126772,791378,1303707,1143615,1258412,1388064,1572929,987032,1661609,34181,,,,,,,,,,,,,,81.16,81.21,81.2,87.96,80.04,80.94,80.74,80.89,80.76,80.68,81.15,81.23,68.27,15,13,14,16,14,14,14,14,16,14,16,13,14
TG 18:1_18:2_22:5,C61 H102 O6,930.768,0.4,0,13.27,0.024,1104299,13,0,99.9,5.1,7,21,930.768,930.7679,930.7679,930.7676,930.7681,930.7678,930.7679,930.7676,930.7678,930.7679,930.7676,930.7683,930.769,13.267,13.268,13.263,13.265,13.266,13.266,13.266,13.269,13.271,13.263,13.267,13.26,13.246,1130184,1735835,681318,938163,1606473,1191181,979935,884647,1224309,1937517,814083,1229503,2746,,,,,,,,,,,,,,99.76,99.86,99.81,99.87,99.77,99.86,99.83,99.75,99.79,99.84,99.72,99.77,81.75,17,21,16,18,17,18,17,19,20,19,19,17,7
TG 14:0_18:2_18:3,C53 H92 O6,824.6897,0.19,0,12.44,0.005,1203371,12,1,99.9,0.1,14,18,824.6894,824.6898,824.6898,824.6896,824.6899,824.6898,824.6896,824.6897,824.6896,824.6899,824.6897,824.6895,,12.434,12.437,12.438,12.434,12.435,12.434,12.434,12.437,12.439,12.438,12.436,12.435,,1302768,1515441,924981,1093876,1569549,1034325,1020110,1205712,981370,1605771,1180440,1006117,,,,,,,,,,,,,,,99.91,99.84,99.72,99.86,99.76,99.82,99.67,99.76,99.8,99.71,99.82,99.89,,16,14,15,15,18,16,14,15,16,16,18,15,
TG 52:6,C55 H94 O6,850.7056,0.5,0,12.44,0.014,2956722,13,0,99.8,3.4,9,19,850.7054,850.7058,850.7058,850.7057,850.7059,850.7056,850.7057,850.7059,850.7057,850.7059,850.7055,850.7052,850.7043,12.44,12.443,12.439,12.44,12.441,12.44,12.44,12.437,12.446,12.442,12.441,12.441,12.432,3607278,5111414,2803664,3523773,3422024,2401713,2503373,3546132,2218401,4158429,3203743,1932411,5031,,,,,,,,,,,,,,99.8,99.41,99.47,99.58,99.54,99.63,99.63,99.65,99.19,99.45,99.64,99.68,87.58,18,19,16,16,17,16,17,17,18,18,19,15,9
TG 18:1_18:2_22:1,C61 H110 O6,938.8302,0.23,0,14.45,0.036,953575,13,0,98.6,10.3,11,17,938.8303,938.8299,938.8303,938.8305,938.8303,938.8302,938.8299,938.8301,938.8299,938.8299,938.8305,938.8304,938.8303,14.455,14.447,14.455,14.455,14.451,14.455,14.451,14.455,14.451,14.443,14.455,14.45,14.479,684909,909460,715488,846080,1408167,896495,1288183,541147,1381721,1456776,747149,1488330,32571,,,,,,,,,,,,,,93.36,84.14,88.49,98.04,96.08,98.24,73.52,90.65,85.53,72.99,98.55,81.65,80.14,16,13,14,14,13,15,13,14,17,15,12,15,11
TG 18:0_18:1_18:2,C57 H104 O6,884.7843,0.54,0,14.27,0.031,15148737,13,0,98.9,3.2,12,19,884.7844,884.7847,884.784,884.7846,884.7848,884.7844,884.7843,884.7838,884.7849,884.7843,884.7842,884.7846,884.7831,14.276,14.268,14.27,14.27,14.272,14.277,14.272,14.276,14.268,14.264,14.275,14.271,14.295,16352359,16200576,15537915,15920012,17920116,15246485,16584433,15256916,16385714,18004066,17035211,16357449,132334,,,,,,,,,,,,,,97.71,97.93,98.88,98.04,87.24,97.45,98.27,98.35,98.12,98.7,98.28,98.29,95.1,18,19,19,16,12,16,18,18,13,15,19,17,16
TG 18:2_18:2_22:6,C61 H98 O6,926.7367,0.22,0,12.53,0.009,1011211,13,0,99.9,4.7,10,19,926.7368,926.7363,926.7366,926.7368,926.7366,926.7368,926.7366,926.7365,926.7369,926.7369,926.7366,926.7366,926.7371,12.523,12.53,12.521,12.529,12.524,12.523,12.524,12.526,12.529,12.527,12.53,12.524,12.527,1014004,1333561,747390,804128,1760506,1209633,722464,1011872,1046260,1330183,898265,1262777,4704,,,,,,,,,,,,,,99.12,98.71,99.53,98.68,96.81,98.26,99.43,99.9,99.49,94.85,99.22,99.49,82.71,18,19,19,15,18,14,16,17,16,17,18,16,10
TG 18:2_18:2_20:4,C59 H98 O6,902.7366,0.18,0,12.85,0.072,830712,12,1,99.7,2.8,15,20,902.7365,902.7366,902.7365,902.7365,902.7369,902.7368,902.7368,902.7363,902.7365,902.7367,902.7366,902.7366,,12.853,12.855,12.856,12.858,12.853,12.847,12.791,12.856,12.791,12.851,12.854,12.786,,905494,1208648,740035,866478,1082809,689550,520794,756625,655969,1240024,770590,531532,,,,,,,,,,,,,,,99.49,99.47,99.31,99.3,99.5,99.67,93.73,99.46,93.59,99.25,99.42,92.59,,19,17,18,19,20,18,19,19,19,15,20,19,
TG 18:1_18:2_22:0,C61 H112 O6,940.8459,0.53,0,14.58,0.005,945264,13,0,99.6,5.6,13,17,940.8453,940.8456,940.8462,940.8459,940.8459,940.8464,940.8463,940.8454,940.8464,940.8463,940.8454,940.8466,940.8452,14.579,14.576,14.579,14.578,14.579,14.578,14.579,14.579,14.574,14.577,14.579,14.579,14.574,506874,1040152,515544,741666,1523233,765265,1291264,355731,1406492,1867584,621640,1635418,17578,,,,,,,,,,,,,,99.5,96.84,99.61,98.86,94.26,99.29,99.4,93.05,99.48,82.84,99.42,99.16,87.23,16,15,17,14,13,15,16,15,17,14,15,15,15
TG 52:4,C55 H98 O6,854.7373,0.48,0,13.52,0.048,17280805,13,0,98.4,2.7,12,21,854.7372,854.7374,854.7377,854.7377,854.737,854.7377,854.7373,854.7371,854.7376,854.7373,854.7376,854.7376,854.7362,13.519,13.519,13.515,13.528,13.54,13.517,13.517,13.526,13.516,13.531,13.519,13.528,13.492,17728992,18436902,17734674,18921864,18909945,19213991,18691157,18801261,18701369,19575740,18980766,18879024,74781,,,,,,,,,,,,,,94.79,94.39,92.92,96.24,98.37,94.26,94.19,95.95,93.91,97.2,94.63,96.19,87.81,18,18,14,18,20,17,18,15,18,20,21,20,12
DG 16:0_18:2,C37 H68 O5,592.5069,0.77,0,9.08,0.056,1519767,13,0,99.9,4.8,8,19,592.5069,592.507,592.507,592.5069,592.507,592.507,592.507,592.5069,592.5071,592.507,592.5072,592.507,592.5054,9.078,9.089,9.087,9.084,9.084,9.081,9.082,9.083,9.076,9.085,9.085,9.081,9.133,691734,1368335,476684,759965,2237175,1297204,2264592,1661419,2260291,2581699,1745228,2409200,3456,,,,,,,,,,,,,,99.78,99.71,99.69,99.84,99.87,99.8,99.81,99.88,99.62,99.85,99.74,99.83,82.86,15,17,15,15,18,16,19,18,17,17,16,18,8
TG 18:1_18:1_19:0,C58 H108 O6,900.8144,0.68,0,14.47,0.118,7639582,13,0,91.7,2,12,17,900.8144,900.8143,900.8148,900.8146,900.8144,900.8148,900.8147,900.814,900.815,900.8148,900.8147,900.8143,900.8126,14.472,14.473,14.474,14.472,14.473,14.472,14.473,14.472,14.473,14.471,14.472,14.467,14.585,6912303,8830711,6258769,7827796,9909539,8486587,9084983,5013329,9677864,10578549,6833558,9841773,58809,,,,,,,,,,,,,,90.3,91.51,91.48,91.2,90.62,91.02,91.23,90.9,91.66,91.26,91.42,90.07,84.66,15,15,13,13,13,12,13,16,17,15,14,15,12
PC 18:0_18:2,C44 H84 N O8 P,785.5939,0.52,0,8.5,0.069,693454,13,0,99.9,9.7,8,16,785.5939,785.5937,785.5937,785.5937,785.5939,785.5939,785.5937,785.5934,785.5934,785.5939,785.5941,785.5941,785.595,8.493,8.498,8.502,8.498,8.494,8.491,8.497,8.497,8.491,8.506,8.5,8.496,8.437,406609,631399,187504,573061,1586370,522161,999900,471402,1172501,805791,590329,1059095,8785,,,,,,,,,,,,,,99.67,99.73,99.55,99.71,99.74,99.69,99.85,99.81,99.91,99.25,99.29,99.66,65.81,13,11,10,11,16,14,12,11,13,13,15,13,8
TG 54:2,C57 H106 O6,886.7996,0.51,0,14.47,0.005,12247844,13,0,99.7,0.9,13,20,886.7998,886.7992,886.7995,886.7995,886.8008,886.7994,886.7995,886.7994,886.7998,886.8,886.8,886.7995,886.7989,14.472,14.471,14.473,14.473,14.472,14.472,14.473,14.472,14.472,14.47,14.472,14.473,14.468,11470771,13986699,10461456,12678199,15254494,13724274,14303267,8804173,15354988,16491419,11239132,15367035,86074,,,,,,,,,,,,,,99.58,99.66,99.57,99.48,98.67,99.69,99.54,99.56,99.4,99.33,99.37,99.71,96.24,20,18,18,19,17,18,17,16,16,18,18,17,13
TG 48:4,C51 H90 O6,798.6742,0.22,0,12.3,0.041,1401757,13,0,99.9,2.6,5,18,798.6738,798.674,798.6744,798.674,798.6743,798.6739,798.6743,798.6743,798.6743,798.6743,798.6741,798.6743,798.6743,12.3,12.304,12.304,12.3,12.301,12.3,12.301,12.298,12.299,12.299,12.296,12.299,12.337,1631833,975604,1094713,982928,1452251,719044,2507501,1460230,2303554,1825683,1620673,1646777,2053,,,,,,,,,,,,,,99.86,99.88,99.59,99.8,99.74,99.91,99.7,99.52,99.61,99.66,99.61,99.67,90.53,14,16,17,16,16,13,17,17,16,14,18,15,5
TG 16:0_18:2_20:5,C57 H96 O6,876.72,0.73,0,12.89,0.031,1098866,9,4,99.6,10.8,12,18,876.7195,876.7207,876.7207,876.7205,876.72,876.7201,,876.7196,,876.7197,,,876.7188,12.886,12.883,12.889,12.886,12.881,12.886,,12.889,,12.884,,,12.912,1386783,1560669,1281033,864433,761841,1303537,,1370522,,1350292,,,10691,,,,,,,,,,,,,,74.57,77.09,80.81,74.52,74.83,80.67,,99.63,,90.47,,,74.75,16,13,13,12,13,14,,18,,14,,,12
TG 53:3,C56 H102 O6,870.7687,0.44,0,14.18,0.005,4750057,13,0,99.5,4.6,11,17,870.7688,870.7692,870.7686,870.7684,870.7685,870.769,870.7686,870.7681,870.7687,870.7694,870.7684,870.7686,870.7682,14.18,14.178,14.18,14.181,14.182,14.182,14.182,14.181,14.179,14.18,14.18,14.182,14.184,4269872,6184922,3169783,4622585,6569262,4593642,5635592,3133186,6202340,7580544,4127571,5655877,5569,,,,,,,,,,,,,,99.03,97.65,99.19,99.26,99.01,98.91,99.16,99.51,98.78,97.35,99.33,98.94,82.8,15,13,16,16,15,17,15,14,14,13,15,15,11
TG 48:3,C51 H92 O6,800.6902,0.98,0,12.86,0.016,3973800,13,0,99.5,5,9,18,800.6898,800.6899,800.69,800.6901,800.69,800.6904,800.6903,800.69,800.6899,800.6899,800.6899,800.69,800.6928,12.859,12.861,12.856,12.858,12.859,12.859,12.858,12.856,12.858,12.856,12.854,12.856,12.845,4502205,3908610,3407311,3230773,4317536,2574872,5928979,4478872,5110360,5247187,4537883,4409548,5274,,,,,,,,,,,,,,99.13,99.05,99.43,99.23,99.21,98.74,98.97,99.44,99.31,99.23,99.52,99.4,81.5,16,16,14,17,16,16,18,15,16,15,16,16,9
TG 16:0_16:0_16:0,C51 H98 O6,806.737,0.5,0,14.34,0.023,538141,13,0,99.2,1.2,10,14,806.7372,806.7369,806.7369,806.7372,806.737,806.7368,806.7369,806.7369,806.7377,806.7371,806.7373,806.7373,806.7359,14.337,14.335,14.337,14.337,14.339,14.338,14.339,14.338,14.34,14.337,14.337,14.338,14.317,576528,663390,666932,492501,564436,436783,652697,559932,553802,735516,483831,559161,50335,,,,,,,,,,,,,,98.72,98.87,98.97,98.8,99.1,99.23,99.15,99.17,98.19,98.89,98.52,98.64,94.67,11,11,11,12,13,12,12,12,14,10,12,12,13
TG 52:3,C55 H100 O6,856.753,0.4,0,14,0.034,17569668,13,0,95.3,2.5,12,20,856.7531,856.7531,856.7527,856.7534,856.7528,856.7529,856.7531,856.7537,856.7529,856.7532,856.7529,856.7527,856.7524,13.989,14,13.99,13.997,14.004,13.986,13.998,13.996,13.978,14.001,14,13.969,13.977,18987623,18979886,19286258,19345116,18795722,19109970,18771318,18958042,18940791,19209645,18951088,18920074,150159,,,,,,,,,,,,,,92.14,93.96,92.53,93.27,95.28,91.62,93.85,93,89.65,94.53,94.4,87.41,89.24,16,17,16,20,18,19,16,17,15,20,19,17,12
TG 18:2_18:2_19:1,C58 H102 O6,894.7677,0.54,0,13.76,0.079,526547,12,1,99,10.5,8,17,894.7678,,894.7674,894.7678,894.7683,894.7678,894.7678,894.7676,894.7679,894.7682,894.768,894.7681,894.7664,13.771,,13.761,13.757,13.769,13.768,13.752,13.789,13.756,13.766,13.754,13.763,13.709,464892,,387552,538254,452822,625457,873437,374703,895528,423095,445293,832381,5152,,,,,,,,,,,,,,93.29,,96.01,96.45,96.66,95.3,98.73,91.17,99.04,97.93,98.84,98.15,63.51,13,,15,11,13,13,16,12,15,17,13,17,8
TG 50:4,C53 H94 O6,826.7058,0.34,0,12.92,0.005,6598314,13,0,96.5,8.3,12,17,826.7056,826.7059,826.7059,826.7058,826.7058,826.7062,826.7059,826.7058,826.706,826.706,826.7061,826.7059,826.705,12.92,12.917,12.917,12.92,12.915,12.92,12.92,12.917,12.919,12.917,12.915,12.92,12.917,6658487,7041651,5596206,6186758,8732003,6594788,7624189,6230573,7694068,8631082,6712573,8067435,8270,,,,,,,,,,,,,,95.7,96.19,96.09,95.75,96.54,95.37,95.61,96.12,95.65,96.09,96.18,95.5,67.71,16,17,14,15,15,15,16,15,16,17,16,16,12
TG 16:0_18:1_20:4,C57 H100 O6,880.753,0.47,0,13.48,0.044,17291443,13,0,99.7,1.2,8,20,880.7531,880.7534,880.753,880.7528,880.7529,880.7533,880.7531,880.7531,880.7533,880.7528,880.753,880.753,880.7517,13.485,13.475,13.481,13.472,13.462,13.478,13.506,13.481,13.482,13.481,13.485,13.489,13.475,18633150,18764449,18331236,17753696,19125806,18931587,18734396,18724872,19389056,19618397,17947395,18755842,78879,,,,,,,,,,,,,,98.74,98.12,99.17,99.72,99.01,99.37,96.7,99.44,98.55,99.31,99.23,98.87,95.71,19,8,14,16,16,20,20,18,17,16,16,18,16
