Name,Formula,Mass (avg),"RSD (Mass, ppm)",Saturated,RT (avg),RT (span),Height (avg),Found,Missed,"Score (Tgt, max)",%RSD (Tgt),Ions (min),Ions (max),[Mass] eWAT_01_150x_pos_082121_031,[Mass] eWAT_02_150x_pos_082121_034,[Mass] eWAT_03_150x_pos_082121_026,[Mass] eWAT_04_150x_pos_082121_21,[Mass] eWAT_05_150x_pos_082121_027,[Mass] eWAT_06_150x_pos_082121_19,[Mass] eWAT_07_150x_pos_082121_032,[Mass] eWAT_08_150x_pos_082121_025,[Mass] eWAT_09_150x_pos_082121_22,[Mass] eWAT_10_150x_pos_082121_037,[Mass] eWAT_11_150x_pos_082121_033,[Mass] eWAT_12_150x_pos_082121_028,[Mass] eWAT_PB_150x_pos_082121_038,[RT] eWAT_01_150x_pos_082121_031,[RT] eWAT_02_150x_pos_082121_034,[RT] eWAT_03_150x_pos_082121_026,[RT] eWAT_04_150x_pos_082121_21,[RT] eWAT_05_150x_pos_082121_027,[RT] eWAT_06_150x_pos_082121_19,[RT] eWAT_07_150x_pos_082121_032,[RT] eWAT_08_150x_pos_082121_025,[RT] eWAT_09_150x_pos_082121_22,[RT] eWAT_10_150x_pos_082121_037,[RT] eWAT_11_150x_pos_082121_033,[RT] eWAT_12_150x_pos_082121_028,[RT] eWAT_PB_150x_pos_082121_038,[Height] eWAT_01_150x_pos_082121_031,[Height] eWAT_02_150x_pos_082121_034,[Height] eWAT_03_150x_pos_082121_026,[Height] eWAT_04_150x_pos_082121_21,[Height] eWAT_05_150x_pos_082121_027,[Height] eWAT_06_150x_pos_082121_19,[Height] eWAT_07_150x_pos_082121_032,[Height] eWAT_08_150x_pos_082121_025,[Height] eWAT_09_150x_pos_082121_22,[Height] eWAT_10_150x_pos_082121_037,[Height] eWAT_11_150x_pos_082121_033,[Height] eWAT_12_150x_pos_082121_028,[Height] eWAT_PB_150x_pos_082121_038,[Score (MFE)] eWAT_01_150x_pos_082121_031,[Score (MFE)] eWAT_02_150x_pos_082121_034,[Score (MFE)] eWAT_03_150x_pos_082121_026,[Score (MFE)] eWAT_04_150x_pos_082121_21,[Score (MFE)] eWAT_05_150x_pos_082121_027,[Score (MFE)] eWAT_06_150x_pos_082121_19,[Score (MFE)] eWAT_07_150x_pos_082121_032,[Score (MFE)] eWAT_08_150x_pos_082121_025,[Score (MFE)] eWAT_09_150x_pos_082121_22,[Score (MFE)] eWAT_10_150x_pos_082121_037,[Score (MFE)] eWAT_11_150x_pos_082121_033,[Score (MFE)] eWAT_12_150x_pos_082121_028,[Score (MFE)] eWAT_PB_150x_pos_082121_038,[Score (Tgt)] eWAT_01_150x_pos_082121_031,[Score (Tgt)] eWAT_02_150x_pos_082121_034,[Score (Tgt)] eWAT_03_150x_pos_082121_026,[Score (Tgt)] eWAT_04_150x_pos_082121_21,[Score (Tgt)] eWAT_05_150x_pos_082121_027,[Score (Tgt)] eWAT_06_150x_pos_082121_19,[Score (Tgt)] eWAT_07_150x_pos_082121_032,[Score (Tgt)] eWAT_08_150x_pos_082121_025,[Score (Tgt)] eWAT_09_150x_pos_082121_22,[Score (Tgt)] eWAT_10_150x_pos_082121_037,[Score (Tgt)] eWAT_11_150x_pos_082121_033,[Score (Tgt)] eWAT_12_150x_pos_082121_028,[Score (Tgt)] eWAT_PB_150x_pos_082121_038,[Ions] eWAT_01_150x_pos_082121_031,[Ions] eWAT_02_150x_pos_082121_034,[Ions] eWAT_03_150x_pos_082121_026,[Ions] eWAT_04_150x_pos_082121_21,[Ions] eWAT_05_150x_pos_082121_027,[Ions] eWAT_06_150x_pos_082121_19,[Ions] eWAT_07_150x_pos_082121_032,[Ions] eWAT_08_150x_pos_082121_025,[Ions] eWAT_09_150x_pos_082121_22,[Ions] eWAT_10_150x_pos_082121_037,[Ions] eWAT_11_150x_pos_082121_033,[Ions] eWAT_12_150x_pos_082121_028,[Ions] eWAT_PB_150x_pos_082121_038
TG 60:3,C63 H116 O6,968.8772,0.25,0,14.67,0.013,311668,13,0,99.4,4.7,12,16,968.8775,968.8771,968.8773,968.8774,968.8773,968.8774,968.8774,968.8771,968.877,968.8775,968.877,968.8775,968.8767,14.669,14.665,14.668,14.667,14.663,14.667,14.663,14.669,14.663,14.662,14.669,14.663,14.674,126956,286090,215968,267408,478977,199663,473923,86598,590859,532574,208377,557676,26616,,,,,,,,,,,,,,98.81,99.38,95.86,93.24,94.68,99.38,98.27,92.73,83.8,98.37,96.48,98.97,90.95,16,14,15,14,13,16,15,14,16,14,16,16,12
TG 16:0_18:0_18:0,C55 H106 O6,862.7987,0.28,0,14.6,0.016,120010,10,3,99.4,2,13,17,862.7985,862.7987,862.7983,,862.7986,862.7987,862.7986,,862.7989,,862.7986,862.799,862.799,14.607,14.604,14.601,,14.602,14.606,14.607,,14.602,,14.607,14.607,14.591,105220,103557,91204,,179534,123325,168726,,130225,,79364,162283,56664,,,,,,,,,,,,,,98.05,98.34,97.03,,99.36,99.21,98.81,,97.75,,99.34,99.05,92.93,15,14,14,,17,13,13,,15,,17,17,13
TG 18:2_18:3_22:6,C61 H96 O6,924.7208,0.3,0,12.03,0.012,183332,12,1,99.8,1.1,13,17,924.721,924.7205,924.7207,924.7204,924.7208,924.7211,924.7205,924.721,924.7204,924.7213,924.7209,924.7207,,12.026,12.03,12.031,12.033,12.028,12.032,12.038,12.03,12.031,12.031,12.029,12.028,,214597,251739,153099,143627,271524,201496,96106,216439,129249,226103,150135,145882,,,,,,,,,,,,,,,99.45,96,99.35,99.29,99.8,99.55,99.44,99.46,99.4,97.92,99.05,99.51,,15,13,14,17,17,14,15,15,15,14,14,14,
TG 15:2_16:0_18:2,C52 H92 O6,812.6893,1.05,0,12.64,0.094,82300,13,0,99.9,13.4,3,15,812.6898,812.6895,812.6893,812.6895,812.6899,812.6893,812.6895,812.6895,812.6898,812.6898,812.6893,812.6896,812.6866,12.635,12.638,12.633,12.635,12.636,12.635,12.635,12.649,12.634,12.639,12.631,12.63,12.555,68946,82748,51866,69691,94611,78847,83856,34394,185779,143137,88052,84829,3149,,,,,,,,,,,,,,99.59,99.69,99.28,99.19,99.7,99.69,99.95,99.15,99.51,99.61,99.55,99.53,53.18,14,10,11,11,14,12,11,13,15,13,10,12,3
TG 56:9,C59 H96 O6,900.7192,2.25,0,12.5,0.013,1000872,13,0,99,11.9,10,19,900.7209,900.7187,900.7181,900.7209,900.721,900.7172,900.7211,900.7208,900.716,900.7166,900.7205,900.7168,900.7214,12.501,12.498,12.505,12.501,12.498,12.496,12.507,12.501,12.5,12.5,12.503,12.496,12.494,1135753,1202274,942873,1018956,1203965,1103599,1166446,1184416,1011252,999946,1035370,1001500,4985,,,,,,,,,,,,,,89.55,94.31,98.75,95.67,74.47,83.57,74.21,74.43,94.5,74.67,99.05,74.42,88.9,12,19,17,10,13,14,11,12,11,14,13,13,12
PC 18:1_18:2,C44 H82 N O8 P,783.5778,1.35,0,7.58,0.029,91928,13,0,99.5,11,4,14,783.578,783.5782,783.5779,783.5777,783.5783,783.5781,783.578,783.5782,783.5784,783.5779,783.5781,783.578,783.5743,7.59,7.588,7.582,7.583,7.579,7.577,7.582,7.588,7.582,7.591,7.586,7.575,7.563,61149,85811,36624,99950,219125,108653,110556,59526,99934,102474,75004,131776,4491,,,,,,,,,,,,,,97.34,94.35,95.83,99.25,99.51,99.41,99.3,89.7,98.95,98.6,81.68,98.64,63.83,9,9,8,10,14,8,9,8,9,8,7,9,4
PC 18:0_18:1,C44 H86 N O8 P,787.6093,0.65,0,9.24,0.015,82115,13,0,99.8,3.3,4,13,787.6095,787.6094,787.6087,787.6095,787.6093,787.6091,787.609,787.6095,787.6093,787.6093,787.609,787.6089,787.6108,9.234,9.245,9.243,9.24,9.235,9.232,9.238,9.239,9.238,9.247,9.246,9.237,9.239,50953,79746,18589,66950,139691,54434,146895,60750,135140,99303,90814,119391,4839,,,,,,,,,,,,,,99.25,99.53,96.92,99.53,99.62,98.91,99.63,99.26,99.8,99.31,97.03,99.52,87.94,11,9,8,13,11,12,11,11,10,13,11,13,4
DG 18:0_18:2,C39 H72 O5,620.5382,0.26,0,9.97,0.013,249890,12,1,99.8,0.2,12,17,620.538,620.5382,620.538,620.5382,620.5382,620.5384,620.5383,620.5382,620.5385,620.538,620.5383,620.5382,,9.969,9.981,9.972,9.976,9.976,9.974,9.974,9.969,9.97,9.982,9.981,9.973,,83209,175928,59414,101685,328799,163468,372358,213301,435171,389458,263723,412169,,,,,,,,,,,,,,,99.64,99.37,99.36,99.5,99.8,99.64,99.77,99.79,99.65,99.63,99.49,99.73,,13,12,13,13,16,14,16,14,16,15,15,17,
TG 12:0_14:0_14:0,C43 H82 O6,694.6114,0.85,0,12.17,0.018,92438,13,0,99.8,5.9,5,11,694.611,694.6116,694.6112,694.6113,694.6113,694.6109,694.6115,694.6116,694.6111,694.6112,694.6114,694.6114,694.6132,12.171,12.17,12.17,12.167,12.162,12.177,12.172,12.175,12.171,12.17,12.168,12.168,12.159,150266,49241,95737,45354,53358,26821,137517,183411,111208,139612,122195,83550,3427,,,,,,,,,,,,,,99.54,98.04,99.41,98.88,98.55,83.63,99.55,99.79,99.47,99.74,99.63,99.63,84.43,9,9,11,8,8,6,11,11,10,8,10,10,5
TG 54:8,C57 H94 O6,874.7016,2.14,0,12.44,0.016,586820,13,0,88.4,6.6,11,20,874.7005,874.7048,874.7054,874.6995,874.7019,874.7015,874.7002,874.701,874.7007,874.7014,874.6998,874.701,874.7037,12.439,12.443,12.438,12.44,12.446,12.445,12.445,12.437,12.45,12.444,12.436,12.452,12.443,580276,830107,529960,713525,773241,669993,510268,722414,459170,741582,566816,528487,2829,,,,,,,,,,,,,,78.89,78.4,83.73,87.23,77.7,86.19,85.04,88.37,77.61,78.31,81.06,77.32,68.83,14,11,14,19,15,20,18,17,16,16,16,15,12
DG 18:2_18:3,C39 H66 O5,614.4908,2.3,0,7.65,0.064,186592,13,0,99.9,11.9,5,16,614.4911,614.4911,614.4914,614.4911,614.4915,614.491,614.4911,614.4912,614.4912,614.4912,614.4912,614.4912,614.4861,7.645,7.65,7.654,7.644,7.646,7.649,7.644,7.65,7.643,7.647,7.647,7.648,7.59,92554,186726,59230,91775,202626,108853,284299,265158,274432,326038,293096,236373,4546,,,,,,,,,,,,,,99.53,99.43,99.08,99.17,99.63,99.33,99.9,99.39,99.93,99.79,99.46,99.67,58.32,14,13,13,13,13,13,16,13,15,15,15,14,5
PC 18:1_19:1,C45 H86 N O8 P,799.6093,0.26,0,8.9,0.03,53836,13,0,99.8,0.5,8,13,799.6091,799.6089,799.6095,799.6092,799.6092,799.6094,799.6093,799.6092,799.6092,799.6088,799.6095,799.6095,799.6094,8.899,8.91,8.898,8.894,8.923,8.897,8.904,8.899,8.909,8.913,8.918,8.92,8.893,47003,47606,47680,49790,61769,57062,59964,52157,62100,54304,50644,63182,46615,,,,,,,,,,,,,,99.26,98.89,97.92,99.33,98.36,99.23,99.79,99.19,98.92,98.93,98.28,98.57,99.51,10,8,9,13,9,9,10,8,10,11,11,12,11
SM d42:2,C47 H93 N2 O6 P,812.6774,0.45,0,10.08,0.078,63115,13,0,99,13.9,4,14,812.6775,812.6769,812.6777,812.6769,812.6774,812.6774,812.6772,812.677,812.6778,812.6777,812.6773,812.6776,812.6782,10.08,10.086,10.089,10.07,10.077,10.063,10.069,10.069,10.065,10.077,10.087,10.073,10.141,42629,59149,31720,65967,112410,62084,75681,52711,69557,80499,55266,99849,12974,,,,,,,,,,,,,,98.05,89.77,73.19,94.28,99,96.18,95.68,90.28,94.84,97.85,94.32,96.23,54.9,10,9,9,13,11,11,13,11,11,14,11,11,4
TG 42:3,C45 H80 O6,716.5956,0.39,0,10.93,0.009,94886,12,1,99.7,4.2,8,15,716.5953,716.5957,716.5963,716.5957,716.5957,716.5955,716.5957,716.5953,716.5954,716.5955,716.5958,716.5955,,10.928,10.928,10.924,10.923,10.924,10.922,10.928,10.927,10.919,10.928,10.927,10.92,,88214,106941,74036,95060,183711,96187,64359,125638,54482,107057,73701,69248,,,,,,,,,,,,,,,95.52,97.81,84.84,99.2,98.37,97.94,98.36,99.35,94.4,99.69,98.81,98.74,,13,12,8,12,15,14,11,13,11,13,13,14,
TG 40:0,C43 H82 O6,694.6113,0.31,0,12.17,0.018,91722,13,0,99.8,9,4,11,694.611,694.6112,694.6112,694.6113,694.6113,694.6109,694.6115,694.6116,694.6111,694.6112,694.6114,694.6114,694.6116,12.171,12.17,12.17,12.167,12.162,12.177,12.172,12.175,12.171,12.17,12.168,12.168,12.159,150266,48604,95597,45354,53358,26821,127535,182655,111208,139612,121587,83550,6241,,,,,,,,,,,,,,99.54,98.79,99.43,98.96,98.73,83.52,99.62,99.73,99.48,99.75,99.69,99.7,71.45,9,8,11,8,8,6,11,11,10,8,10,10,4
TG 50:6,C53 H90 O6,822.6738,0.32,0,11.93,0.021,69728,12,1,99.2,1.6,10,13,822.6741,822.6738,822.6744,822.674,822.6736,822.6736,822.6734,822.6736,822.6738,822.6736,822.6738,822.6737,,11.915,11.936,11.925,11.927,11.927,11.926,11.921,11.919,11.931,11.925,11.923,11.923,,113715,64404,52419,48167,141600,47683,77313,58953,21976,47438,92903,70175,,,,,,,,,,,,,,,96.88,99.19,97.77,98.21,98.39,96.59,97.23,97.23,98.5,97.98,97.62,92.95,,11,10,12,10,13,12,12,12,12,11,12,12,
TG 40:2,C43 H78 O6,690.5799,0.23,0,10.78,0.017,80309,10,3,99.6,0.4,9,12,690.5796,690.58,690.5799,690.58,,,690.58,690.5801,690.5801,690.58,690.5801,690.5798,,10.777,10.788,10.779,10.784,,,10.772,10.776,10.774,10.773,10.777,10.775,,87841,30854,58144,37284,,,128557,103843,99867,90366,96695,69644,,,,,,,,,,,,,,,99.29,98.6,99.13,98.54,,,99.55,99.58,99.44,99.56,98.63,99.38,,10,10,9,9,,,11,10,10,11,10,12,
PC 18:0_20:4,C46 H84 N O8 P,809.5937,0.39,0,8.31,0.015,81455,12,1,99.8,4.5,8,14,809.5932,809.5935,809.594,809.5937,809.5934,809.5942,809.5934,809.5938,809.5938,809.5937,809.5942,809.5941,,8.303,8.314,8.312,8.308,8.304,8.301,8.307,8.313,8.306,8.316,8.316,8.312,,56461,64238,20326,64478,152760,48534,105057,57441,110645,99019,80372,118138,,,,,,,,,,,,,,,90.8,91.97,94.91,99.7,99.72,98.87,99.78,98.72,99.34,96.36,98.36,86.6,,9,8,10,12,9,11,9,10,9,14,11,9,
SM d40:1,C45 H91 N2 O6 P,786.662,0.6,0,10.17,0.025,50199,13,0,94.6,5.6,7,13,786.6613,786.6623,786.6625,786.6626,786.6621,786.662,786.6621,786.662,786.6622,786.6625,786.662,786.6613,786.6611,10.175,10.17,10.172,10.171,10.166,10.163,10.169,10.175,10.165,10.177,10.17,10.168,10.152,35535,40386,19464,52684,99631,57262,67674,30192,64533,64070,32029,85650,3482,,,,,,,,,,,,,,80.22,79.73,84.29,90.84,88.9,92.32,94.34,93.03,88.04,94.62,90.05,92.56,92.04,9,12,9,11,13,9,9,9,11,13,11,10,7
PC 16:0_20:4,C44 H80 N O8 P,781.5624,0.44,0,7.38,0.042,47236,13,0,99.5,7.8,6,10,781.562,781.5623,781.5625,781.5628,781.5622,781.5621,781.5627,781.5621,781.5623,781.5625,781.5631,781.5626,781.562,7.372,7.387,7.381,7.377,7.373,7.371,7.376,7.376,7.37,7.385,7.374,7.38,7.345,43816,37107,16529,50630,95749,38615,52155,41563,55546,55869,55798,68540,2160,,,,,,,,,,,,,,98.83,97.26,93.92,97.2,99.09,99.53,97.66,98.45,98.77,95.55,97.8,98.8,71.51,10,10,10,9,10,10,8,8,9,9,7,8,6
TG 44:3,C47 H84 O6,744.6266,1.12,0,11.56,0.041,62482,13,0,99.4,9.5,8,15,744.6267,744.6265,744.6272,744.6271,744.627,744.627,744.6269,744.6268,744.6265,744.6264,744.6269,744.6267,744.6239,11.552,11.574,11.552,11.564,11.593,11.586,11.553,11.556,11.568,11.563,11.556,11.572,11.562,67016,54172,58956,55629,77649,34712,85531,107185,63319,56175,81237,66694,3996,,,,,,,,,,,,,,98.81,99.08,98.33,90.78,96.11,96.33,96.04,95.43,99.2,99.4,99.39,88.64,66.72,13,13,11,8,15,11,10,10,12,14,13,11,8
TG 18:2_18:3_20:5,C59 H94 O6,898.7052,0.28,0,11.82,0.02,76027,13,0,99.5,9.4,7,18,898.7055,898.705,898.7051,898.7055,898.7053,898.7048,898.705,898.705,898.7051,898.7054,898.7055,898.705,898.705,11.82,11.813,11.825,11.821,11.822,11.815,11.832,11.818,11.819,11.819,11.823,11.811,11.83,160507,133824,68522,65986,105729,67685,47877,111800,38533,95817,61794,22136,8142,,,,,,,,,,,,,,99.1,99.43,98.81,98.97,99.01,98.85,97.23,99.06,97.87,99.47,97.87,97.11,66.11,16,14,16,15,18,17,18,15,16,16,16,15,7
TG 50:6,C53 H90 O6,822.6735,0.47,0,11.81,0.013,56757,12,1,98.7,1.5,10,14,822.6735,822.6733,822.6732,822.674,822.6736,822.6738,822.6735,822.6728,822.6732,822.674,822.6741,822.6734,,11.814,11.819,11.808,11.815,11.816,11.809,11.809,11.807,11.813,11.808,11.806,11.806,,75876,59281,59983,47629,105972,36284,50886,42410,96601,8209,80422,17541,,,,,,,,,,,,,,,97.45,98.66,98,98.54,98.61,94.06,97.96,97.47,98.16,96.54,94.9,96.81,,13,14,10,13,13,11,12,12,13,13,14,11,
TG 44:3,C47 H84 O6,744.6267,0.79,0,11.69,0.035,56581,13,0,99.6,10.1,4,14,744.627,744.6265,744.6267,744.6274,744.6265,744.6272,744.6269,744.627,744.6266,744.6262,744.6272,744.6268,744.6251,11.697,11.696,11.692,11.693,11.693,11.709,11.692,11.696,11.702,11.691,11.695,11.689,11.724,93692,42279,63126,44062,66100,22761,63392,111552,56209,80175,39542,49115,3553,,,,,,,,,,,,,,99.44,95.96,99.5,98.71,99.02,95.89,99.35,99.42,99.56,99.29,98.35,99.37,63.92,11,12,11,12,9,9,10,12,14,13,10,10,4
TG 18:0_18:0_18:0,C57 H110 O6,890.8303,0.48,0,14.69,0.017,85522,12,1,99.2,2.3,12,14,890.8305,890.83,890.8306,,890.8296,890.8306,890.8297,890.8303,890.8301,890.8307,890.8303,890.83,890.8311,14.686,14.682,14.685,,14.686,14.69,14.691,14.697,14.685,14.69,14.691,14.691,14.68,57271,115543,96646,,109028,85259,25736,96405,105073,77886,80626,105684,71120,,,,,,,,,,,,,,98.05,98.07,98.3,,99.17,97.64,97.25,96.97,98.18,99.11,97.1,98.67,90.54,14,13,13,,13,14,14,13,12,13,13,14,12
TG 12:0_12:0_14:0,C41 H78 O6,666.5802,1.43,0,11.45,0.04,66105,13,0,99.5,5.8,8,13,666.5801,666.5801,666.5798,666.5795,666.58,666.5806,666.58,666.5799,666.5802,666.58,666.58,666.5798,666.5833,11.446,11.457,11.452,11.447,11.437,11.452,11.452,11.451,11.45,11.457,11.444,11.449,11.417,97764,41570,65365,38005,38763,29834,99517,118172,86842,91758,77478,56846,17462,,,,,,,,,,,,,,99.07,97.76,98.55,97.94,95.65,96.67,99.37,99.2,99.53,98.87,98.9,98.82,78.58,11,9,11,11,8,10,12,13,12,10,12,11,8
DG 14:0_18:2,C35 H64 O5,564.4755,0.27,0,8.15,0.023,112011,12,1,99.9,1.7,10,15,564.4756,564.4753,564.4753,564.4758,564.4756,564.4755,564.4755,564.4757,564.4753,564.4754,564.4754,564.4756,,8.147,8.146,8.162,8.147,8.143,8.145,8.145,8.146,8.139,8.155,8.155,8.15,,45009,81699,34485,51465,148637,79064,170145,118534,162715,159236,120082,173061,,,,,,,,,,,,,,,98.97,99.44,93.66,99.39,99.75,99.34,99.8,98.81,99.91,98.8,99.04,98.28,,12,13,10,10,14,12,14,12,15,13,13,14,
TG 40:1,C43 H80 O6,692.596,1.53,0,11.45,0.029,54669,13,0,99.2,13.1,1,12,692.596,692.5955,692.5957,692.596,692.5962,692.5956,692.5956,692.5955,692.5958,692.5953,692.5957,692.5955,692.5994,11.452,11.457,11.441,11.442,11.454,11.446,11.452,11.451,11.45,11.457,11.45,11.438,11.429,78070,25181,54400,32379,32526,5754,98633,97242,83071,74104,73598,50750,4993,,,,,,,,,,,,,,98.56,97.07,96.09,95.94,97.22,95.8,99.2,98.72,98.28,99.13,97.5,98.56,53.43,9,9,8,8,8,11,11,10,12,10,9,8,1
PC 18:2_18:2,C44 H80 N O8 P,781.5621,0.5,0,6.85,0.083,35342,13,0,99.2,11.8,6,12,781.5616,781.562,781.5622,781.5618,781.562,781.5624,781.5626,781.5613,781.5625,781.5621,781.5625,781.5621,781.5625,6.848,6.845,6.85,6.846,6.849,6.847,6.852,6.852,6.846,6.855,6.86,6.85,6.778,22883,26070,11735,32679,83255,40456,39609,23463,49855,43027,30396,53575,2455,,,,,,,,,,,,,,93.21,98.21,72.84,93.55,98.95,97.45,99.19,94.78,99.06,77.49,96.97,98.06,69.09,9,11,9,8,11,11,9,8,11,8,7,12,6
SM d36:1,C41 H83 N2 O6 P,730.597,2.01,0,8.33,0.089,50752,13,0,96.8,8.3,7,14,730.597,730.5971,730.5961,730.5968,730.5963,730.5969,730.5965,730.5967,730.5963,730.5967,730.5964,730.5965,730.6018,8.331,8.342,8.346,8.303,8.31,8.329,8.307,8.33,8.318,8.327,8.311,8.306,8.392,40453,39539,15675,51811,109243,44665,58605,41577,60810,63840,50069,80821,2670,,,,,,,,,,,,,,96.82,94.88,91.23,92.97,95.04,89.65,91.6,95.91,95.34,96.61,92.99,93.72,67.41,13,11,10,14,13,11,14,14,12,12,14,11,7
TG 14:1_18:2_18:3,C53 H90 O6,822.674,2.05,0,11.81,0.095,49297,13,0,99.4,14.6,4,15,822.6735,822.6733,822.6732,822.6739,822.6736,822.6739,822.6731,822.6728,822.6733,822.674,822.674,822.6734,822.6794,11.814,11.819,11.808,11.815,11.816,11.809,11.809,11.807,11.813,11.808,11.806,11.806,11.724,75389,59281,60119,34157,105448,33116,51511,43420,89466,8209,59884,17541,3327,,,,,,,,,,,,,,98.16,98.81,99.38,98.02,99.1,95.19,93.34,99.01,98.9,97.94,99.29,98.55,48.71,13,14,10,11,13,15,12,12,14,13,12,11,4
PC 16:0_20:3,C44 H82 N O8 P,783.578,0.33,0,7.76,0.071,32076,11,2,99.3,3.8,8,15,783.5781,783.5784,783.5774,,783.5782,783.5779,783.5778,783.5781,783.5782,783.5782,783.5778,783.578,,7.762,7.756,7.704,,7.713,7.733,7.761,7.728,7.727,7.776,7.764,7.771,,22608,24673,9044,,70548,32382,38682,26083,30906,30916,29314,37685,,,,,,,,,,,,,,,88.74,92.24,88.83,,99.31,95.93,90.54,93.37,98.31,90.85,91.69,92.39,,11,12,8,,15,12,12,11,11,10,13,12,
TG 46:5,C49 H84 O6,768.6273,0.53,0,11.06,0.067,52338,13,0,99.3,11.3,5,12,768.6269,768.6271,768.6272,768.6279,768.6273,768.6272,768.6266,768.6271,768.6275,768.6271,768.6272,768.6271,768.6282,11.061,11.072,11.063,11.052,11.052,11.045,11.056,11.06,11.059,11.068,11.066,11.059,11.005,67242,38915,43782,40676,76041,35479,64594,65843,66007,73814,58106,36393,13513,,,,,,,,,,,,,,98.6,98.22,97.74,86.67,90.33,94.54,83.1,99.28,96.17,98.75,97.13,97.89,61.85,12,9,10,9,12,9,9,7,9,10,11,7,5
DG 16:0_16:0,C35 H68 O5,568.5068,0.34,0,9.76,0.085,94202,13,0,99.7,4.3,10,18,568.5067,568.5069,568.507,568.5068,568.5067,568.5069,568.5069,568.5069,568.507,568.5068,568.5067,568.5067,568.5063,9.746,9.752,9.761,9.831,9.82,9.817,9.757,9.751,9.758,9.765,9.753,9.75,9.762,49238,81949,36592,36247,113663,79039,145902,114219,132276,163150,116597,140879,14882,,,,,,,,,,,,,,88.37,90.05,91.95,99.14,99.72,99.35,91.36,89.54,91.26,93.3,90.24,89.67,90.76,14,15,12,13,15,12,17,18,16,18,14,17,10
PC 18:1_18:1,C44 H84 N O8 P,785.5938,0.46,0,8.35,0.102,26583,13,0,96.9,10.6,5,10,785.5936,785.594,785.5941,785.5938,785.5934,785.5941,785.5937,785.5941,785.5938,785.5938,785.5942,785.5942,785.593,8.32,8.342,8.273,8.331,8.349,8.346,8.346,8.341,8.346,8.361,8.361,8.351,8.258,17200,30807,6633,23101,55076,27588,31561,21355,39092,30296,10825,40096,11951,,,,,,,,,,,,,,92.2,92.32,83.1,88.82,93.77,87,94.13,91.56,96.86,93.32,91.71,93,59.88,8,5,10,7,9,9,9,8,8,6,10,9,8
DG 16:0_18:3,C37 H66 O5,590.4911,0.29,0,8.4,0.014,91088,12,1,98.5,1.1,11,16,590.4914,590.491,590.4913,590.4911,590.4909,590.4914,590.4911,590.4911,590.4909,590.4913,590.4912,590.4911,,8.392,8.403,8.396,8.392,8.399,8.396,8.396,8.397,8.396,8.406,8.405,8.401,,48567,80652,25828,47916,134770,74038,114351,125032,81333,152193,103488,104902,,,,,,,,,,,,,,,94.88,97.39,95.96,96.25,98.02,97.68,98.5,98.46,97.8,97.35,97.56,98.14,,14,14,12,11,16,12,15,14,15,16,15,15,
DG 16:0_16:1,C35 H66 O5,566.4911,0.17,0,8.93,0.016,111812,12,1,99.9,1.2,12,17,566.4911,566.4909,566.4911,566.491,566.491,566.4912,566.491,566.4912,566.4912,566.491,566.4912,566.4912,,8.927,8.933,8.942,8.933,8.934,8.931,8.926,8.938,8.926,8.935,8.935,8.931,,55315,100352,42138,55821,127882,82972,171829,136244,143654,154277,127086,144180,,,,,,,,,,,,,,,99.48,97.58,95.98,99.27,98.97,99.91,99.87,98.49,99.76,99.73,99.36,99.84,,12,13,14,14,14,13,17,13,14,16,13,15,
TG 12:0_12:2_18:2,C45 H78 O6,714.58,2.55,0,10.24,0.034,50305,13,0,99.5,8.3,4,15,714.5797,714.5794,714.5791,714.5791,714.5794,714.5792,714.5797,714.5796,714.5796,714.5794,714.5802,714.5799,714.586,10.236,10.242,10.239,10.238,10.238,10.241,10.242,10.242,10.238,10.238,10.231,10.24,10.208,42765,62425,41510,51715,121811,59393,33054,64896,31738,66584,42371,33866,1844,,,,,,,,,,,,,,98.23,97.48,95.89,84.84,99.12,98.21,94.75,99.53,99.23,99.22,89.84,88.36,73.22,9,12,9,8,15,10,11,10,10,12,13,12,4
PC 35:1,C43 H84 N O8 P,773.5936,0.4,0,8.93,0.019,25154,13,0,98.9,3.9,7,12,773.5934,773.5934,773.5941,773.5932,773.5933,773.5941,773.5938,773.5936,773.5936,773.5935,773.5937,773.5939,773.5932,8.927,8.933,8.931,8.927,8.94,8.931,8.926,8.921,8.937,8.929,8.923,8.925,8.921,25885,28638,21792,24817,27671,29201,24213,25829,20654,23593,26158,26472,22080,,,,,,,,,,,,,,95.91,98.56,98.91,87.46,98.12,88.25,94.2,97.12,95.73,98.16,95.84,93.43,96.98,8,9,11,11,12,10,8,10,9,11,10,12,7
SM d18:1_18:1(d9),C41 H72 D9 N2 O6 P,737.6396,1.17,0,7.4,0.018,28928,13,0,99.5,11.1,2,10,737.6396,737.6394,737.6394,737.6405,737.6393,737.6396,737.64,737.6402,737.6401,737.64,737.64,737.6399,737.637,7.4,7.415,7.398,7.41,7.406,7.399,7.398,7.404,7.403,7.413,7.407,7.397,7.407,30494,35801,24444,32849,40640,29469,35547,23321,22166,38306,26084,32797,4159,,,,,,,,,,,,,,99.51,98.62,99.43,97.13,94.7,97.91,74.6,98.17,98.05,98.88,98.04,94.35,66.6,8,8,10,7,7,8,7,8,7,7,7,6,2
