"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] Heart_01_20x_pos_081321_090,[Mass] Heart_02_20x_pos_081321_083,[Mass] Heart_03_20x_pos_081321_092,[Mass] Heart_04_20x_pos_081321_086,[Mass] Heart_05_20x_pos_081321_096,[Mass] Heart_06_20x_pos_081321_089,[Mass] Heart_07_20x_pos_081321_101,[Mass] Heart_08_20x_pos_081321_085,[Mass] Heart_09_20x_pos_081321_102,[Mass] Heart_10_20x_pos_081321_097,[Mass] Heart_11_20x_pos_081321_095,[Mass] Heart_12_20x_pos_081321_091,[Mass] PB_20x_pos_081321_084,[RT] Heart_01_20x_pos_081321_090,[RT] Heart_02_20x_pos_081321_083,[RT] Heart_03_20x_pos_081321_092,[RT] Heart_04_20x_pos_081321_086,[RT] Heart_05_20x_pos_081321_096,[RT] Heart_06_20x_pos_081321_089,[RT] Heart_07_20x_pos_081321_101,[RT] Heart_08_20x_pos_081321_085,[RT] Heart_09_20x_pos_081321_102,[RT] Heart_10_20x_pos_081321_097,[RT] Heart_11_20x_pos_081321_095,[RT] Heart_12_20x_pos_081321_091,[RT] PB_20x_pos_081321_084,[Height] Heart_01_20x_pos_081321_090,[Height] Heart_02_20x_pos_081321_083,[Height] Heart_03_20x_pos_081321_092,[Height] Heart_04_20x_pos_081321_086,[Height] Heart_05_20x_pos_081321_096,[Height] Heart_06_20x_pos_081321_089,[Height] Heart_07_20x_pos_081321_101,[Height] Heart_08_20x_pos_081321_085,[Height] Heart_09_20x_pos_081321_102,[Height] Heart_10_20x_pos_081321_097,[Height] Heart_11_20x_pos_081321_095,[Height] Heart_12_20x_pos_081321_091,[Height] PB_20x_pos_081321_084,[Score (MFE)] Heart_01_20x_pos_081321_090,[Score (MFE)] Heart_02_20x_pos_081321_083,[Score (MFE)] Heart_03_20x_pos_081321_092,[Score (MFE)] Heart_04_20x_pos_081321_086,[Score (MFE)] Heart_05_20x_pos_081321_096,[Score (MFE)] Heart_06_20x_pos_081321_089,[Score (MFE)] Heart_07_20x_pos_081321_101,[Score (MFE)] Heart_08_20x_pos_081321_085,[Score (MFE)] Heart_09_20x_pos_081321_102,[Score (MFE)] Heart_10_20x_pos_081321_097,[Score (MFE)] Heart_11_20x_pos_081321_095,[Score (MFE)] Heart_12_20x_pos_081321_091,[Score (MFE)] PB_20x_pos_081321_084,[Score (Tgt)] Heart_01_20x_pos_081321_090,[Score (Tgt)] Heart_02_20x_pos_081321_083,[Score (Tgt)] Heart_03_20x_pos_081321_092,[Score (Tgt)] Heart_04_20x_pos_081321_086,[Score (Tgt)] Heart_05_20x_pos_081321_096,[Score (Tgt)] Heart_06_20x_pos_081321_089,[Score (Tgt)] Heart_07_20x_pos_081321_101,[Score (Tgt)] Heart_08_20x_pos_081321_085,[Score (Tgt)] Heart_09_20x_pos_081321_102,[Score (Tgt)] Heart_10_20x_pos_081321_097,[Score (Tgt)] Heart_11_20x_pos_081321_095,[Score (Tgt)] Heart_12_20x_pos_081321_091,[Score (Tgt)] PB_20x_pos_081321_084,[Ions] Heart_01_20x_pos_081321_090,[Ions] Heart_02_20x_pos_081321_083,[Ions] Heart_03_20x_pos_081321_092,[Ions] Heart_04_20x_pos_081321_086,[Ions] Heart_05_20x_pos_081321_096,[Ions] Heart_06_20x_pos_081321_089,[Ions] Heart_07_20x_pos_081321_101,[Ions] Heart_08_20x_pos_081321_085,[Ions] Heart_09_20x_pos_081321_102,[Ions] Heart_10_20x_pos_081321_097,[Ions] Heart_11_20x_pos_081321_095,[Ions] Heart_12_20x_pos_081321_091,[Ions] PB_20x_pos_081321_084,
PC 17:0_20:4,C45 H82 N O8 P,795.5783,1.13,0,7.76,0.014,361868,12,1,86.5,1.5,15,18,795.5776,795.5781,795.5810,795.5783,795.5783,795.5781,795.5780,795.5777,795.5783,795.5782,795.5785,795.5775,,7.754,7.757,7.764,7.765,7.758,7.754,7.764,7.762,7.767,7.767,7.765,7.758,,74420,301651,531503,586568,454857,198417,198020,461716,403259,490024,361004,280984,,,,,,,,,,,,,,,82.63,83.56,85.93,85.71,84.20,83.38,85.99,85.22,86.49,86.48,85.62,84.32,,17,17,17,16,17,18,16,18,17,15,16,17,,
TG 14:0_16:0_18:1,C51 H96 O6,804.7210,0.48,0,13.97,0.082,170499,13,0,99.6,3.0,10,16,804.7213,804.7207,804.7215,804.7214,804.7210,804.7212,804.7205,804.7211,804.7210,804.7209,804.7209,804.7212,804.7200,13.966,13.969,13.966,13.953,13.971,13.969,13.970,13.964,13.960,13.965,13.966,13.965,14.036,84582,77991,521214,153885,226930,572067,90245,98299,63500,107934,75875,127698,16271,,,,,,,,,,,,,,98.93,98.36,99.36,97.00,99.65,99.39,99.04,98.98,98.48,99.09,99.42,95.25,88.98,11,10,11,12,10,13,12,13,12,13,16,10,10,
TG 56:3,C59 H108 O6,912.8148,0.36,0,14.46,0.005,715435,12,1,99.9,1.3,13,21,912.8145,912.8151,912.8149,912.8148,912.8152,912.8151,912.8146,912.8149,912.8146,912.8146,912.8146,912.8141,,14.464,14.466,14.464,14.466,14.463,14.466,14.463,14.467,14.464,14.463,14.463,14.462,,670991,758916,1281117,1451696,1077204,1116128,245075,485909,364098,531956,308391,293752,,,,,,,,,,,,,,,99.80,98.77,99.77,99.90,99.41,99.71,98.53,98.69,98.08,99.69,95.34,99.06,,19,20,21,21,18,21,16,20,16,21,13,16,,
TG 58:7,C61 H104 O6,932.7835,0.81,0,14.09,0.032,363952,13,0,93.5,8.2,11,18,932.7836,932.7838,932.7839,932.7839,932.7833,932.7834,932.7836,932.7827,932.7838,932.7819,932.7830,932.7828,932.7852,14.089,14.092,14.094,14.093,14.088,14.091,14.088,14.087,14.094,14.094,14.089,14.088,14.119,538107,413953,948222,1102636,379342,403115,76134,252762,173439,227918,104656,108470,2633,,,,,,,,,,,,,,83.14,73.86,77.75,89.29,92.67,84.70,93.25,83.39,93.49,76.06,80.37,83.51,75.61,11,14,12,16,12,18,18,15,15,16,13,15,12,
CL 72:7,C81 H144 O17 P2,1450.9881,0.25,0,13.10,0.007,1193451,12,1,99.2,0.3,19,25,1450.9880,1450.9883,1450.9880,1450.9881,1450.9884,1450.9881,1450.9875,1450.9877,1450.9888,1450.9884,1450.9878,1450.9881,,13.099,13.101,13.104,13.104,13.101,13.102,13.097,13.104,13.100,13.104,13.100,13.104,,359019,1111140,1376735,1880972,1448299,444816,732829,1087165,1782980,1575356,1284474,1237636,,,,,,,,,,,,,,,98.42,98.79,99.19,99.03,98.74,98.89,98.45,99.16,98.62,99.00,98.69,99.08,,20,21,21,22,23,19,23,22,25,21,24,24,,
TG 50:3,C53 H96 O6,828.7211,0.33,0,13.46,0.012,504776,12,1,99.4,0.3,13,18,828.7214,828.7209,828.7214,828.7213,828.7214,828.7213,828.7207,828.7208,828.7207,828.7212,828.7211,828.7213,,13.457,13.461,13.455,13.457,13.456,13.454,13.461,13.462,13.467,13.461,13.457,13.462,,258945,276623,1336834,576593,558297,1538596,175798,311130,155732,344942,205622,318209,,,,,,,,,,,,,,,98.55,98.88,99.32,99.07,98.98,99.41,98.95,98.96,98.37,98.89,99.03,98.36,,13,18,18,14,15,17,15,16,14,18,15,16,,
PC 18:2_22:5,C48 H82 N O8 P,831.5781,0.33,0,6.68,0.014,207579,12,1,98.7,1.0,13,19,831.5780,831.5779,831.5785,831.5777,831.5780,831.5775,831.5784,831.5783,831.5781,831.5783,831.5779,831.5782,,6.690,6.681,6.678,6.676,6.675,6.678,6.682,6.675,6.681,6.676,6.678,6.677,,68595,185830,255600,302465,241671,108152,129249,224370,244509,267725,236585,226203,,,,,,,,,,,,,,,98.70,96.11,95.39,96.07,96.05,95.79,96.77,96.69,96.59,95.39,95.56,97.17,,16,15,16,17,15,13,16,18,19,18,15,16,,
TG 52:1,C55 H104 O6,860.7837,0.38,0,14.49,0.013,652207,13,0,99.7,3.4,13,21,860.7834,860.7840,860.7838,860.7836,860.7840,860.7843,860.7837,860.7837,860.7833,860.7834,860.7838,860.7833,860.7842,14.487,14.489,14.486,14.483,14.486,14.483,14.486,14.489,14.486,14.486,14.486,14.485,14.477,540501,498068,1283642,940057,934426,1895824,308665,432731,320156,454602,356420,412066,101546,,,,,,,,,,,,,,99.38,98.94,99.71,99.47,99.36,99.48,99.16,99.01,99.01,98.87,99.19,99.34,87.33,17,17,20,18,21,16,17,18,17,18,14,20,13,
SM d23:3_19:0,C47 H91 N2 O6 P,810.6597,0.43,0,9.25,0.064,568841,13,0,98.7,6.2,10,17,810.6598,810.6595,810.6598,810.6597,810.6598,810.6603,810.6592,810.6600,810.6596,810.6596,810.6593,810.6598,810.6590,9.253,9.246,9.242,9.241,9.247,9.239,9.258,9.251,9.249,9.250,9.248,9.257,9.303,137063,373061,813288,838747,670069,1463842,269897,419288,764770,627057,538805,475741,3313,,,,,,,,,,,,,,94.61,98.11,96.32,98.06,95.17,97.71,98.68,98.11,96.10,85.33,97.15,91.93,79.08,15,13,13,15,17,16,16,16,16,14,16,15,10,
TG 14:0_16:0_18:2,C51 H94 O6,802.7054,0.36,0,13.47,0.100,166355,13,0,99.5,5.9,8,14,802.7052,802.7052,802.7055,802.7055,802.7057,802.7055,802.7052,802.7048,802.7051,802.7054,802.7052,802.7057,802.7058,13.479,13.477,13.451,13.462,13.467,13.466,13.466,13.473,13.472,13.467,13.468,13.473,13.551,62117,72241,460315,153322,224319,580351,70273,95188,79548,112437,93605,143805,15105,,,,,,,,,,,,,,98.69,98.61,98.27,99.23,99.04,99.54,97.80,99.22,97.84,98.83,96.40,99.42,78.20,9,9,10,11,10,14,10,10,8,13,11,12,10,
PC 20:0_22:6,C50 H88 N O8 P,861.6247,1.71,0,8.91,0.065,147409,13,0,98.6,11.5,7,18,861.6249,861.6255,861.6250,861.6249,861.6251,861.6253,861.6249,861.6252,861.6252,861.6252,861.6253,861.6253,861.6199,8.918,8.900,8.907,8.901,8.912,8.908,8.907,8.905,8.909,8.910,8.908,8.912,8.853,51720,135979,197941,237908,177253,102648,100953,162638,226306,200997,155933,163251,2796,,,,,,,,,,,,,,93.71,97.13,96.70,97.62,97.71,94.88,95.15,98.27,98.65,97.74,96.63,97.36,58.28,12,18,12,15,15,15,14,15,18,18,16,15,7,
TG 18:0_18:1_22:4,C61 H108 O6,936.8138,0.48,0,14.31,0.028,236481,13,0,98.9,6.7,9,20,936.8137,936.8136,936.8140,936.8140,936.8140,936.8142,936.8135,936.8126,936.8141,936.8141,936.8137,936.8135,936.8141,14.308,14.304,14.313,14.305,14.306,14.298,14.306,14.305,14.307,14.306,14.307,14.311,14.326,256843,327135,463437,550374,385806,151187,76658,223318,138778,291305,114956,90086,4373,,,,,,,,,,,,,,98.89,98.83,97.10,96.70,97.90,93.98,97.64,94.64,97.93,97.51,95.89,91.14,74.83,17,16,16,15,14,14,15,15,16,20,14,15,9,
PC 15:1_18:1,C41 H78 N O8 P,743.5469,0.30,0,8.74,0.081,394946,13,0,99.3,11.7,5,17,743.5466,743.5469,743.5467,743.5469,743.5469,743.5470,743.5468,743.5472,743.5473,743.5472,743.5470,743.5468,743.5469,8.745,8.738,8.734,8.728,8.734,8.740,8.740,8.743,8.731,8.742,8.735,8.733,8.809,156215,296008,543687,587152,496145,795986,218129,349214,478958,451279,407075,351915,2545,,,,,,,,,,,,,,94.13,97.44,98.99,99.31,98.87,97.25,96.65,97.06,99.22,98.40,98.93,97.45,58.01,13,13,13,16,15,16,13,14,17,14,17,16,5,
PC 16:0_22:6,C46 H80 N O8 P,805.5614,0.36,0,7.76,0.019,424972,12,1,93.8,4.6,14,16,805.5613,805.5611,805.5611,805.5616,805.5617,805.5611,805.5612,805.5615,805.5620,805.5617,805.5614,805.5614,,7.748,7.757,7.764,7.765,7.758,7.765,7.753,7.756,7.767,7.767,7.759,7.763,,137230,382600,493523,547171,447590,436524,301453,502150,470193,495385,444535,441320,,,,,,,,,,,,,,,92.11,93.79,93.33,88.51,90.86,89.94,93.73,88.76,88.41,79.27,90.83,85.03,,14,15,15,15,15,15,15,15,14,15,16,16,,
PE 18:0_22:5,C45 H80 N O8 P,793.5638,0.81,0,8.51,0.034,267615,12,1,98.1,1.4,14,20,793.5630,793.5636,793.5639,793.5641,793.5637,793.5653,793.5638,793.5639,793.5636,793.5640,793.5641,793.5626,,8.517,8.510,8.511,8.483,8.510,8.501,8.511,8.509,8.513,8.497,8.512,8.505,,25815,312318,71290,439646,69400,245584,224740,325254,415877,399424,349968,332066,,,,,,,,,,,,,,,96.02,97.16,97.76,94.77,98.13,93.77,98.12,97.24,97.12,96.41,95.63,97.61,,18,19,19,17,20,16,14,18,18,17,18,17,,
PC 16:0_22:4,C46 H84 N O8 P,809.5936,1.28,0,8.06,0.059,126015,13,0,99.7,12.1,3,16,809.5938,809.5940,809.5941,809.5939,809.5938,809.5935,809.5941,809.5938,809.5936,809.5935,809.5939,809.5942,809.5902,8.049,8.064,8.071,8.060,8.059,8.055,8.060,8.063,8.062,8.068,8.060,8.064,8.108,107543,130797,134034,154280,130575,115534,122996,130330,157714,145755,160069,137456,11118,,,,,,,,,,,,,,83.05,98.94,98.31,99.34,99.16,99.70,98.95,98.95,99.34,98.89,99.20,98.55,59.49,12,14,13,14,15,13,15,14,14,15,16,13,3,
TG 16:0_18:0_22:6,C59 H102 O6,906.7676,0.37,0,14.10,0.017,326899,9,4,96.2,7.1,11,16,906.7674,906.7684,906.7675,906.7675,906.7676,906.7672,,906.7677,906.7678,906.7676,,,,14.100,14.098,14.106,14.104,14.088,14.091,,14.098,14.105,14.099,,,,387572,275927,634552,551457,269232,320803,,212255,111115,179185,,,,,,,,,,,,,,,,,87.41,81.23,82.94,93.09,96.16,91.50,,77.31,84.59,83.05,,,,12,15,15,14,16,11,,14,14,11,,,,
PC 38:1,C46 H90 N O8 P,815.6407,0.37,0,10.04,0.026,202748,13,0,99.8,8.2,5,14,815.6408,815.6406,815.6406,815.6411,815.6408,815.6406,815.6407,815.6407,815.6407,815.6406,815.6408,815.6410,815.6398,10.045,10.044,10.045,10.039,10.050,10.052,10.045,10.044,10.047,10.047,10.051,10.044,10.026,67140,170655,274267,322660,242048,257083,132159,205817,274969,250690,220240,215970,2028,,,,,,,,,,,,,,99.17,99.44,99.78,99.53,99.10,99.03,98.63,99.34,99.49,99.58,99.31,98.74,70.73,12,13,12,14,13,12,11,13,12,13,13,11,5,
SM d37:1,C42 H85 N2 O6 P,744.6133,1.84,0,8.83,0.120,318018,13,0,97.3,15.1,2,12,744.6131,744.6142,744.6133,744.6136,744.6136,744.6130,744.6136,744.6139,744.6139,744.6140,744.6138,744.6144,744.6090,8.745,8.828,8.734,8.828,8.734,8.740,8.829,8.827,8.853,8.832,8.735,8.828,8.770,169883,204945,522937,365848,484476,750221,147608,251725,328012,205187,422756,272305,8338,,,,,,,,,,,,,,79.30,92.17,78.91,87.17,80.31,76.54,90.06,90.10,87.29,96.56,70.75,97.33,50.58,9,11,12,11,12,10,11,10,11,12,9,10,2,
TG 16:0_16:0_18:0,C53 H102 O6,834.7677,0.46,0,14.50,0.018,151217,13,0,99.8,2.6,12,17,834.7675,834.7675,834.7677,834.7677,834.7682,834.7678,834.7679,834.7681,834.7678,834.7674,834.7676,834.7679,834.7667,14.498,14.500,14.498,14.499,14.497,14.499,14.497,14.500,14.497,14.497,14.491,14.496,14.482,76630,96581,285967,210118,172246,351821,116769,129435,97341,138395,79382,142768,68377,,,,,,,,,,,,,,99.25,95.04,99.83,99.83,99.35,99.54,97.25,99.44,99.63,98.67,98.96,99.37,91.10,16,15,15,15,14,15,12,16,17,17,17,15,13,
TG 18:0_18:1_20:1,C59 H110 O6,914.8302,0.34,0,14.58,0.014,267967,13,0,97.1,7.8,11,19,914.8307,914.8304,914.8301,914.8307,914.8300,914.8303,914.8298,914.8305,914.8297,914.8302,914.8305,914.8300,914.8303,14.582,14.584,14.582,14.583,14.581,14.583,14.581,14.584,14.581,14.581,14.581,14.580,14.594,295270,287582,511824,535517,424404,442468,97692,180727,140691,232448,125786,164633,44533,,,,,,,,,,,,,,92.00,97.02,97.06,96.67,95.51,96.75,90.95,97.02,92.35,95.63,85.34,88.24,71.81,13,16,15,16,19,16,14,16,16,16,18,14,11,
TG 16:1_18:2_18:2,C55 H96 O6,852.7208,0.49,0,12.94,0.059,228575,12,1,99.7,5.3,10,18,852.7213,852.7209,852.7217,852.7205,852.7205,852.7212,852.7207,852.7207,,852.7210,852.7205,852.7203,852.7210,12.937,12.947,12.936,12.942,12.936,12.940,12.946,12.937,,12.935,12.954,12.953,12.994,183319,214883,641706,392276,237748,530036,55224,159200,,154104,72665,94780,6960,,,,,,,,,,,,,,98.81,99.71,98.63,99.51,99.24,99.26,98.05,99.19,,98.98,99.26,99.59,81.12,15,17,14,18,17,15,14,14,,15,13,14,10,
TG 18:0_18:0_18:1,C57 H108 O6,888.8145,0.35,0,14.59,0.015,159956,13,0,99.4,2.3,13,19,888.8143,888.8149,888.8142,888.8150,888.8146,888.8148,888.8145,888.8148,888.8144,888.8143,888.8145,888.8141,888.8141,14.593,14.595,14.593,14.594,14.592,14.594,14.598,14.595,14.598,14.598,14.592,14.597,14.583,162924,121501,192469,173790,225671,462265,74767,57436,65210,204573,122177,153957,62699,,,,,,,,,,,,,,95.19,96.29,98.72,98.60,98.38,99.44,95.19,96.53,93.27,97.86,94.32,95.24,92.75,15,16,19,15,18,16,14,17,16,18,14,13,15,
TG 56:8,C59 H98 O6,902.7368,0.62,0,12.80,0.011,253478,13,0,99.8,8.3,10,20,902.7368,902.7365,902.7370,902.7366,902.7366,902.7365,902.7369,902.7367,902.7363,902.7369,902.7365,902.7367,902.7386,12.803,12.801,12.802,12.802,12.796,12.800,12.807,12.803,12.795,12.795,12.798,12.796,12.799,198080,347897,591677,703420,519912,245385,36585,200658,102532,178004,80834,83499,6743,,,,,,,,,,,,,,99.40,99.75,99.37,99.77,99.37,99.56,94.35,99.53,98.03,98.82,93.99,98.74,70.45,16,17,19,18,20,16,12,20,17,14,16,13,10,
TG 56:5,C59 H104 O6,908.7818,1.71,0,14.28,0.056,427442,13,0,96.9,10.3,13,20,908.7814,908.7834,908.7832,908.7820,908.7802,908.7813,908.7798,908.7805,908.7836,908.7833,908.7807,908.7801,908.7842,14.263,14.282,14.251,14.257,14.284,14.265,14.301,14.294,14.307,14.295,14.296,14.300,14.281,422322,543023,799446,949261,431910,689300,204428,317756,233285,442204,241290,268075,14448,,,,,,,,,,,,,,94.60,94.20,91.13,96.86,70.95,90.13,85.68,81.25,89.06,87.69,87.86,86.85,66.21,17,15,15,19,18,20,20,19,20,16,20,19,13,
PE 18:0_22:5,C45 H80 N O8 P,793.5635,3.85,0,8.87,0.047,132445,13,0,99.6,13.7,4,19,793.5625,793.5624,793.5625,793.5626,793.5626,793.5624,793.5626,793.5628,793.5627,793.5626,793.5629,793.5629,793.5736,8.874,8.867,8.868,8.873,8.879,8.869,8.868,8.866,8.870,8.871,8.869,8.861,8.909,49295,107181,100542,224660,129581,147084,100984,138950,230522,184176,156288,148731,3799,,,,,,,,,,,,,,94.73,97.52,97.80,96.60,99.57,94.76,92.98,95.69,96.37,90.15,97.07,95.27,50.88,14,14,16,16,19,17,14,14,16,14,13,16,4,
TG 58:7,C61 H104 O6,932.7830,0.23,0,13.74,0.028,263601,12,1,99.6,1.6,14,21,932.7833,932.7830,932.7832,932.7829,932.7832,932.7831,932.7829,932.7832,932.7830,932.7831,932.7825,932.7828,,13.742,13.751,13.747,13.736,13.730,13.751,13.741,13.752,13.736,13.741,13.748,13.758,,312538,321335,479693,627868,282521,328798,48555,262260,103591,206882,112004,77177,,,,,,,,,,,,,,,98.85,99.51,99.39,98.49,97.85,99.58,95.10,99.65,96.86,98.52,95.94,99.64,,17,21,19,20,17,19,16,20,20,20,16,14,,
PC 20:2_22:6,C50 H84 N O8 P,857.5937,0.37,0,7.21,0.058,105147,13,0,99.7,11.6,1,17,857.5931,857.5935,857.5935,857.5933,857.5934,857.5939,857.5936,857.5937,857.5941,857.5938,857.5938,857.5938,857.5941,7.219,7.211,7.213,7.209,7.211,7.213,7.212,7.210,7.215,7.210,7.213,7.212,7.161,21774,94305,151057,187992,147920,99534,50659,122477,128518,115250,107346,137912,2170,,,,,,,,,,,,,,98.41,96.55,97.23,99.13,99.50,99.56,99.36,99.56,99.39,99.53,99.08,99.69,59.13,10,11,17,14,14,12,10,16,12,16,13,11,1,
TG 18:1_18:2_22:4,C61 H104 O6,932.7830,0.22,0,13.74,0.028,277237,12,1,99.7,1.4,15,21,932.7833,932.7830,932.7832,932.7830,932.7830,932.7831,932.7831,932.7832,932.7829,932.7831,932.7825,932.7830,,13.742,13.751,13.747,13.736,13.730,13.751,13.741,13.752,13.736,13.741,13.748,13.758,,332155,329034,519608,691668,321154,328798,41096,262260,97129,206882,112004,85062,,,,,,,,,,,,,,,99.18,99.66,99.60,99.02,98.08,99.70,95.67,99.73,97.23,98.90,96.13,98.46,,17,21,19,21,16,19,17,20,20,20,16,15,,
PC 20:1_22:5,C50 H88 N O8 P,861.6246,0.83,0,8.56,0.058,158356,13,0,99.6,10.9,2,19,861.6245,861.6240,861.6248,861.6251,861.6249,861.6248,861.6251,861.6249,861.6247,861.6249,861.6248,861.6249,861.6224,8.550,8.560,8.562,8.555,8.566,8.551,8.550,8.559,8.564,8.564,8.556,8.555,8.608,68025,148049,286127,277367,187280,109060,106223,216149,159290,162311,148183,185989,4576,,,,,,,,,,,,,,96.79,99.34,99.62,98.84,99.44,98.41,95.51,99.38,98.89,98.99,99.53,98.14,61.09,10,15,15,16,19,14,13,15,15,15,16,15,2,
PC 19:0_20:4,C47 H86 N O8 P,823.6097,0.57,0,8.74,0.085,126557,12,1,99.7,6.5,13,19,823.6091,823.6090,823.6100,823.6102,823.6091,823.6094,823.6100,823.6096,823.6100,823.6103,823.6101,823.6096,,8.751,8.744,8.757,8.728,8.739,8.752,8.746,8.743,8.720,8.742,8.746,8.672,,42364,93953,171794,219601,123634,153956,60889,106729,166790,138018,135936,105024,,,,,,,,,,,,,,,98.56,80.61,99.70,95.81,98.34,98.40,98.00,98.58,95.13,98.35,97.55,84.11,,14,13,18,16,15,19,17,15,18,18,18,17,,
PE 36:4,C41 H74 N O8 P,739.5154,0.88,0,7.56,0.074,4091850,13,0,94.7,10.7,2,13,739.5152,739.5155,739.5159,739.5157,739.5161,739.5157,739.5155,739.5154,739.5153,739.5154,739.5157,739.5149,739.5135,7.562,7.560,7.560,7.555,7.561,7.558,7.562,7.559,7.559,7.561,7.559,7.559,7.629,1624306,4358084,4818474,5962251,4965638,4106845,2814567,3788142,5570306,5551176,5312194,4313068,9005,,,,,,,,,,,,,,91.77,94.69,94.38,93.71,93.69,94.01,93.80,94.23,94.27,94.23,93.22,93.92,58.62,9,10,11,11,10,12,8,12,10,13,10,10,2,
PC 22:6_22:6,C52 H80 N O8 P,877.5626,0.42,0,5.93,0.006,131802,12,1,99.5,3.2,10,13,877.5624,877.5623,877.5628,877.5630,877.5624,877.5632,877.5621,877.5620,877.5628,877.5629,877.5626,877.5627,,5.938,5.934,5.937,5.933,5.933,5.932,5.935,5.934,5.935,5.935,5.937,5.936,,65097,84007,191353,183046,161522,104472,83956,169826,181002,122411,126447,108487,,,,,,,,,,,,,,,88.18,99.32,99.46,98.87,97.92,99.17,99.22,98.69,99.39,98.90,99.44,99.37,,10,13,13,13,11,13,12,13,11,13,11,12,,
PC 16:1_18:2,C42 H78 N O8 P,755.5468,0.25,0,6.69,0.013,115106,12,1,99.4,0.8,9,12,755.5466,755.5468,755.5472,755.5464,755.5470,755.5468,755.5469,755.5469,755.5469,755.5468,755.5467,755.5468,,6.690,6.687,6.689,6.682,6.681,6.689,6.694,6.681,6.681,6.687,6.684,6.688,,34196,115593,135995,154716,101952,109396,55079,134462,102702,172180,142976,122035,,,,,,,,,,,,,,,96.58,99.32,99.24,99.01,98.79,99.17,99.11,98.66,98.87,99.37,99.01,99.23,,9,12,10,11,9,11,10,12,10,10,10,11,,
TG 56:6,C59 H102 O6,906.7676,0.35,0,14.10,0.022,312231,10,3,95.8,11.5,11,16,906.7674,906.7684,906.7675,906.7675,906.7676,906.7672,906.7678,906.7677,906.7678,906.7675,,,,14.100,14.098,14.106,14.104,14.088,14.091,14.110,14.098,14.105,14.099,,,,387572,275927,626940,551457,269232,320803,152553,212255,111115,214457,,,,,,,,,,,,,,,,,87.19,80.97,82.79,92.92,95.77,91.15,61.67,77.06,84.44,86.62,,,,12,15,15,14,16,11,14,14,14,12,,,,
PC 14:0_22:6,C44 H76 N O8 P,777.5311,0.36,0,6.18,0.014,117266,12,1,97.6,6.1,6,11,777.5310,777.5308,777.5316,777.5309,777.5315,777.5313,777.5315,777.5308,777.5308,777.5311,777.5310,777.5313,,6.183,6.168,6.176,6.177,6.179,6.177,6.175,6.174,6.174,6.174,6.171,6.176,,40809,98512,143314,158683,121373,63336,81960,144759,151766,144835,129805,128040,,,,,,,,,,,,,,,89.49,88.03,94.52,95.19,97.58,90.70,94.17,86.32,86.01,78.47,88.16,96.95,,8,9,8,7,11,7,9,11,11,6,9,10,,
ACar 16:1,C23 H43 N O4,397.3197,1.57,0,1.74,0.103,68509,13,0,99.6,16.5,1,8,397.3195,397.3194,397.3196,397.3194,397.3195,397.3194,397.3195,397.3195,397.3195,397.3195,397.3197,397.3194,397.3217,1.739,1.735,1.738,1.724,1.744,1.736,1.745,1.737,1.736,1.735,1.736,1.735,1.828,60986,50179,68709,91511,42006,57462,67496,54371,126015,52935,106603,109725,2619,,,,,,,,,,,,,,99.52,99.23,98.28,98.62,98.79,97.22,99.13,99.15,99.19,98.61,97.98,99.64,42.61,6,8,6,6,8,8,8,6,7,7,7,7,1,
SM d38:1,C43 H87 N2 O6 P,758.6277,0.75,0,7.56,0.007,7740807,12,1,79.8,5.8,6,9,758.6276,758.6281,758.6278,758.6273,758.6277,758.6277,758.6276,758.6281,758.6262,758.6284,758.6283,758.6276,,7.562,7.559,7.559,7.554,7.560,7.558,7.561,7.558,7.558,7.560,7.559,7.558,,2825777,7582654,8345616,10506837,8663533,7123275,4768915,6705384,9812638,9722632,9268944,7563486,,,,,,,,,,,,,,,69.33,70.95,75.88,69.62,68.26,70.40,70.61,79.84,76.17,70.61,65.14,67.68,,7,6,8,9,8,9,9,9,7,8,9,8,,
ACar 16:2,C23 H41 N O4,395.3038,0.38,0,1.28,0.028,62549,12,1,99.6,0.4,4,8,395.3037,395.3037,395.3037,395.3040,395.3037,395.3035,395.3039,395.3037,395.3038,395.3039,395.3038,395.3036,,1.281,1.283,1.288,1.265,1.293,1.284,1.288,1.284,1.284,1.283,1.284,1.283,,52318,52603,57396,87521,39388,54420,51509,44948,104712,47494,80147,78135,,,,,,,,,,,,,,,99.28,99.57,98.47,98.32,99.17,99.10,99.34,99.13,99.08,99.23,99.12,99.34,,6,4,7,7,7,8,8,7,7,7,8,5,,
TG 18:0_18:1_22:5,C61 H106 O6,934.7985,0.48,0,14.21,0.115,155664,13,0,99.4,10.6,9,18,934.7977,934.7988,934.7982,934.7990,934.7983,934.7979,934.7987,934.7983,934.7985,934.7989,934.7988,934.7988,934.7993,14.207,14.209,14.212,14.210,14.211,14.214,14.206,14.216,14.301,14.211,14.212,14.211,14.186,177867,84159,515290,229313,235230,241841,43448,197295,133416,66270,50973,43974,4562,,,,,,,,,,,,,,97.78,99.45,85.24,83.25,98.42,98.14,95.03,98.60,82.24,98.78,99.07,96.64,67.48,15,18,16,16,16,15,13,18,17,17,16,18,9,
