"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] Heart_01_20x_pos_081321_090,[Mass] Heart_02_20x_pos_081321_083,[Mass] Heart_03_20x_pos_081321_092,[Mass] Heart_04_20x_pos_081321_086,[Mass] Heart_05_20x_pos_081321_096,[Mass] Heart_06_20x_pos_081321_089,[Mass] Heart_07_20x_pos_081321_101,[Mass] Heart_08_20x_pos_081321_085,[Mass] Heart_09_20x_pos_081321_102,[Mass] Heart_10_20x_pos_081321_097,[Mass] Heart_11_20x_pos_081321_095,[Mass] Heart_12_20x_pos_081321_091,[Mass] PB_20x_pos_081321_084,[RT] Heart_01_20x_pos_081321_090,[RT] Heart_02_20x_pos_081321_083,[RT] Heart_03_20x_pos_081321_092,[RT] Heart_04_20x_pos_081321_086,[RT] Heart_05_20x_pos_081321_096,[RT] Heart_06_20x_pos_081321_089,[RT] Heart_07_20x_pos_081321_101,[RT] Heart_08_20x_pos_081321_085,[RT] Heart_09_20x_pos_081321_102,[RT] Heart_10_20x_pos_081321_097,[RT] Heart_11_20x_pos_081321_095,[RT] Heart_12_20x_pos_081321_091,[RT] PB_20x_pos_081321_084,[Height] Heart_01_20x_pos_081321_090,[Height] Heart_02_20x_pos_081321_083,[Height] Heart_03_20x_pos_081321_092,[Height] Heart_04_20x_pos_081321_086,[Height] Heart_05_20x_pos_081321_096,[Height] Heart_06_20x_pos_081321_089,[Height] Heart_07_20x_pos_081321_101,[Height] Heart_08_20x_pos_081321_085,[Height] Heart_09_20x_pos_081321_102,[Height] Heart_10_20x_pos_081321_097,[Height] Heart_11_20x_pos_081321_095,[Height] Heart_12_20x_pos_081321_091,[Height] PB_20x_pos_081321_084,[Score (MFE)] Heart_01_20x_pos_081321_090,[Score (MFE)] Heart_02_20x_pos_081321_083,[Score (MFE)] Heart_03_20x_pos_081321_092,[Score (MFE)] Heart_04_20x_pos_081321_086,[Score (MFE)] Heart_05_20x_pos_081321_096,[Score (MFE)] Heart_06_20x_pos_081321_089,[Score (MFE)] Heart_07_20x_pos_081321_101,[Score (MFE)] Heart_08_20x_pos_081321_085,[Score (MFE)] Heart_09_20x_pos_081321_102,[Score (MFE)] Heart_10_20x_pos_081321_097,[Score (MFE)] Heart_11_20x_pos_081321_095,[Score (MFE)] Heart_12_20x_pos_081321_091,[Score (MFE)] PB_20x_pos_081321_084,[Score (Tgt)] Heart_01_20x_pos_081321_090,[Score (Tgt)] Heart_02_20x_pos_081321_083,[Score (Tgt)] Heart_03_20x_pos_081321_092,[Score (Tgt)] Heart_04_20x_pos_081321_086,[Score (Tgt)] Heart_05_20x_pos_081321_096,[Score (Tgt)] Heart_06_20x_pos_081321_089,[Score (Tgt)] Heart_07_20x_pos_081321_101,[Score (Tgt)] Heart_08_20x_pos_081321_085,[Score (Tgt)] Heart_09_20x_pos_081321_102,[Score (Tgt)] Heart_10_20x_pos_081321_097,[Score (Tgt)] Heart_11_20x_pos_081321_095,[Score (Tgt)] Heart_12_20x_pos_081321_091,[Score (Tgt)] PB_20x_pos_081321_084,[Ions] Heart_01_20x_pos_081321_090,[Ions] Heart_02_20x_pos_081321_083,[Ions] Heart_03_20x_pos_081321_092,[Ions] Heart_04_20x_pos_081321_086,[Ions] Heart_05_20x_pos_081321_096,[Ions] Heart_06_20x_pos_081321_089,[Ions] Heart_07_20x_pos_081321_101,[Ions] Heart_08_20x_pos_081321_085,[Ions] Heart_09_20x_pos_081321_102,[Ions] Heart_10_20x_pos_081321_097,[Ions] Heart_11_20x_pos_081321_095,[Ions] Heart_12_20x_pos_081321_091,[Ions] PB_20x_pos_081321_084,
PC 18:0_22:6,C48 H84 N O8 P,833.5946,0.63,0,8.01,0.053,17661247,13,0,99.8,8.8,5,21,833.5953,833.5946,833.5949,833.5945,833.5945,833.5943,833.5944,833.5952,833.5949,833.5949,833.5947,833.5945,833.5932,8.008,8.013,8.010,7.999,8.003,8.010,8.010,8.013,8.001,8.007,8.004,8.003,8.052,14357826,19255226,19965189,19989797,20189076,18604595,17520902,19604677,20083984,20341489,19935705,19737104,10646,,,,,,,,,,,,,,98.72,99.78,99.00,99.04,99.35,99.54,99.41,97.59,98.52,99.05,99.42,99.04,68.38,15,17,18,18,17,18,17,19,17,21,18,18,5,
PC 16:0_22:6,C46 H80 N O8 P,805.5631,0.46,0,7.08,0.023,17652986,13,0,99.7,1.7,8,20,805.5635,805.5626,805.5637,805.5625,805.5628,805.5629,805.5627,805.5631,805.5635,805.5632,805.5634,805.5632,805.5632,7.085,7.082,7.073,7.070,7.077,7.085,7.084,7.093,7.093,7.071,7.090,7.078,7.083,16016775,19312694,19843802,19721322,20042799,17860903,17927833,19544422,19686222,20016791,19816395,19688188,10684,,,,,,,,,,,,,,99.03,99.66,98.76,99.61,99.74,99.45,99.57,98.77,98.12,99.29,98.69,99.66,93.28,16,17,20,17,17,14,15,17,16,16,14,19,8,
PC 16:0_20:4,C44 H80 N O8 P,781.5630,0.25,0,7.37,0.009,8592074,12,1,99.4,0.3,12,18,781.5632,781.5628,781.5631,781.5631,781.5630,781.5631,781.5629,781.5633,781.5626,781.5629,781.5632,781.5632,,7.375,7.369,7.370,7.366,7.370,7.369,7.371,7.368,7.366,7.370,7.370,7.368,,4072121,7827160,10146900,10943514,8935172,8223818,6338274,8993011,10131882,10186173,8946127,8360748,,,,,,,,,,,,,,,99.24,99.38,98.68,98.59,99.03,98.84,99.28,98.45,99.30,99.01,98.67,98.62,,15,18,13,17,15,12,15,16,15,13,17,17,,
PC 16:0_18:2,C42 H80 N O8 P,757.5632,0.65,0,7.56,0.041,7135670,13,0,99.6,5.1,6,14,757.5631,757.5632,757.5634,757.5629,757.5632,757.5632,757.5629,757.5629,757.5626,757.5631,757.5633,757.5627,757.5646,7.562,7.560,7.559,7.555,7.560,7.558,7.561,7.558,7.558,7.560,7.559,7.558,7.595,2830109,7632696,8350215,10276867,8407626,7202817,4950875,6803224,9768985,9683995,9219310,7624058,12936,,,,,,,,,,,,,,99.32,98.74,98.44,99.24,98.76,98.82,99.37,99.25,99.64,99.02,98.60,99.60,81.13,13,12,14,13,12,14,14,12,12,14,14,13,6,
PC 18:0_20:4,C46 H84 N O8 P,809.5944,0.50,0,8.28,0.049,9045911,13,0,98.4,3.1,7,17,809.5943,809.5949,809.5943,809.5948,809.5943,809.5945,809.5945,809.5937,809.5940,809.5944,809.5943,809.5938,809.5952,8.291,8.275,8.277,8.271,8.271,8.298,8.286,8.275,8.274,8.274,8.278,8.271,8.319,4475408,8609803,11873785,12130284,10507683,11347074,6949699,9854765,11384205,11383070,9639593,9436750,4734,,,,,,,,,,,,,,98.40,94.70,95.80,93.70,95.01,98.09,97.32,96.67,95.76,95.48,96.40,95.57,86.36,17,13,15,12,14,15,13,16,12,11,11,14,7,
PE 18:0_22:6,C45 H78 N O8 P,791.5474,0.36,0,8.25,0.039,7524090,12,1,99.4,1.4,17,21,791.5471,791.5478,791.5477,791.5474,791.5473,791.5472,791.5477,791.5471,791.5471,791.5473,791.5476,791.5469,,8.266,8.248,8.266,8.249,8.248,8.283,8.255,8.264,8.251,8.252,8.244,8.248,,2996753,6919244,8472208,9812524,8461488,6870154,5276157,7496127,9354119,9090508,7862847,7676950,,,,,,,,,,,,,,,97.67,98.63,97.21,98.92,99.39,94.50,98.08,97.83,99.22,98.95,98.94,99.31,,19,21,18,20,18,17,21,20,20,17,19,20,,
PC 16:0_18:1,C42 H82 N O8 P,759.5786,0.54,0,8.32,0.049,5507512,13,0,99.8,4.1,6,18,759.5786,759.5786,759.5788,759.5786,759.5788,759.5788,759.5789,759.5789,759.5789,759.5785,759.5789,759.5783,759.5774,8.311,8.315,8.321,8.316,8.315,8.323,8.318,8.314,8.324,8.321,8.319,8.315,8.275,2700561,5407070,6114039,7204339,6513976,7107111,4475252,4959139,7302250,7019882,7332232,5450316,11496,,,,,,,,,,,,,,99.24,99.64,99.47,99.77,99.54,99.41,99.53,99.51,99.45,99.42,99.60,99.78,85.12,13,15,18,17,18,16,16,17,17,17,16,16,6,
PC 18:2_22:6,C48 H80 N O8 P,829.5627,0.92,0,6.40,0.079,5989009,13,0,99.9,13.8,1,19,829.5626,829.5631,829.5631,829.5624,829.5628,829.5632,829.5630,829.5626,829.5636,829.5630,829.5628,829.5627,829.5604,6.399,6.398,6.397,6.398,6.397,6.398,6.398,6.397,6.397,6.397,6.397,6.397,6.319,2541316,5468296,8334574,9735287,7787360,3143494,3996301,6862528,8153928,7803262,7337614,6667540,25619,,,,,,,,,,,,,,99.83,99.65,99.77,99.82,99.60,99.41,99.85,99.76,99.21,99.59,99.87,99.64,51.76,17,19,17,19,13,14,19,16,16,17,14,17,1,
PC 18:0_18:2,C44 H84 N O8 P,785.5941,0.67,0,8.51,0.020,5828938,13,0,99.7,8.2,6,15,785.5939,785.5944,785.5937,785.5943,785.5941,785.5941,785.5946,785.5942,785.5944,785.5944,785.5945,785.5942,785.5926,8.506,8.510,8.506,8.499,8.505,8.504,8.511,8.509,8.508,8.507,8.506,8.505,8.492,1887465,5361812,7613897,9199404,7167278,7463300,3437489,4921456,8532442,7669302,6776309,5740654,5399,,,,,,,,,,,,,,99.68,98.91,99.72,99.25,99.50,99.53,98.43,99.27,98.95,98.98,98.91,99.33,70.46,13,14,14,14,13,12,11,11,15,13,13,12,6,
TG 18:1_18:2_18:2,C57 H100 O6,880.7526,0.40,0,13.50,0.022,4406768,13,0,99.9,7.5,9,21,880.7531,880.7527,880.7526,880.7531,880.7531,880.7527,880.7524,880.7524,880.7524,880.7528,880.7525,880.7528,880.7519,13.497,13.498,13.497,13.496,13.497,13.497,13.500,13.497,13.497,13.500,13.496,13.499,13.478,4750845,7263638,9947505,11045597,6529738,7530903,696585,3001639,1326387,2641548,1138912,1403015,11677,,,,,,,,,,,,,,99.28,99.75,99.89,99.48,99.48,99.83,99.80,99.80,99.86,99.60,99.67,99.05,73.17,21,20,19,18,18,20,21,20,19,19,21,20,9,
PC 16:0_22:5,C46 H82 N O8 P,807.5786,0.58,0,7.44,0.063,6523302,13,0,93.7,5.0,6,23,807.5786,807.5788,807.5790,807.5790,807.5789,807.5785,807.5783,807.5786,807.5785,807.5790,807.5789,807.5785,807.5772,7.442,7.439,7.447,7.437,7.445,7.441,7.441,7.439,7.438,7.444,7.436,7.440,7.384,3056135,6519092,8888598,9910789,7461995,5364844,4579800,7805317,7974701,8542476,7132560,7564259,2372,,,,,,,,,,,,,,92.90,93.03,91.26,92.97,91.70,93.12,93.29,93.68,93.59,91.65,93.68,93.26,76.57,21,20,21,18,18,20,23,18,19,19,18,21,6,
PC 16:0_16:0,C40 H80 N O8 P,733.5629,0.98,0,8.28,0.016,3138110,13,0,99.7,1.9,7,19,733.5627,733.5630,733.5631,733.5629,733.5631,733.5631,733.5634,733.5632,733.5632,733.5631,733.5633,733.5626,733.5606,8.283,8.284,8.283,8.281,8.288,8.283,8.286,8.286,8.286,8.286,8.283,8.282,8.297,1732892,2889810,3839464,4052523,3667838,3973304,2331198,3442012,4009581,3722739,3419483,3709953,4646,,,,,,,,,,,,,,99.68,99.40,99.05,99.21,99.24,99.39,99.10,99.42,98.95,99.02,99.08,99.53,92.66,16,17,19,14,17,16,15,18,16,19,16,16,7,
TG 16:0_18:1_18:2,C55 H100 O6,856.7527,0.54,0,13.99,0.020,3536813,13,0,99.8,2.1,14,21,856.7532,856.7529,856.7532,856.7534,856.7529,856.7526,856.7522,856.7528,856.7524,856.7525,856.7526,856.7524,856.7517,13.994,13.994,13.999,13.998,13.993,13.994,13.998,13.994,13.993,13.995,13.994,13.994,14.013,4146056,3740145,9304857,7692664,4344595,8504491,879071,2146054,872057,1903656,1067944,1370016,6964,,,,,,,,,,,,,,99.24,99.64,99.28,99.15,99.77,99.71,99.75,99.60,99.83,99.82,99.50,99.66,92.09,20,20,21,21,21,21,19,21,19,19,18,19,14,
TG 16:0_18:1_18:1,C55 H102 O6,858.7682,0.41,0,14.30,0.007,3267996,13,0,99.8,1.0,15,22,858.7683,858.7683,858.7687,858.7685,858.7686,858.7679,858.7682,858.7679,858.7683,858.7685,858.7682,858.7682,858.7674,14.300,14.299,14.302,14.299,14.301,14.305,14.302,14.299,14.301,14.301,14.301,14.303,14.298,3620003,3160427,7537853,6154285,4215158,8030138,1298927,2255495,1086322,2073098,1333942,1665632,52674,,,,,,,,,,,,,,99.74,99.60,99.58,99.53,99.59,99.80,99.56,99.77,99.66,99.57,99.72,99.73,96.22,22,19,21,18,20,18,19,18,18,20,20,17,15,
TG 18:1_18:1_18:2,C57 H102 O6,882.7683,0.39,0,13.98,0.016,3395072,13,0,99.9,5.7,11,23,882.7688,882.7684,882.7688,882.7685,882.7684,882.7684,882.7678,882.7682,882.7681,882.7680,882.7681,882.7678,882.7679,13.976,13.976,13.977,13.976,13.978,13.973,13.976,13.976,13.976,13.976,13.979,13.978,13.963,3687266,5372747,7582984,8215721,4868117,6459189,685384,2189337,981006,2017713,910568,1153951,11962,,,,,,,,,,,,,,99.36,99.70,99.41,99.54,99.66,99.67,99.80,99.76,99.69,99.84,99.69,99.85,79.60,21,20,22,19,18,19,23,20,17,21,21,20,11,
TG 18:1_18:1_18:1,C57 H104 O6,884.7838,0.32,0,14.30,0.011,3149569,13,0,99.8,1.1,13,22,884.7839,884.7838,884.7841,884.7839,884.7841,884.7842,884.7835,884.7834,884.7839,884.7840,884.7836,884.7838,884.7833,14.300,14.299,14.302,14.301,14.301,14.304,14.299,14.301,14.301,14.301,14.301,14.300,14.292,3252091,4161236,6185633,6439623,4795958,6579099,1082153,2181526,1246195,2195866,1253457,1541408,30154,,,,,,,,,,,,,,99.78,99.68,99.65,99.76,99.63,99.62,99.80,99.83,99.50,99.63,99.78,99.65,95.87,20,21,20,21,21,21,21,22,20,20,19,19,13,
PC 18:0_18:1,C44 H86 N O8 P,787.6099,0.41,0,9.22,0.024,2703767,13,0,99.7,5.6,6,18,787.6097,787.6098,787.6098,787.6100,787.6101,787.6103,787.6098,787.6099,787.6100,787.6101,787.6099,787.6099,787.6090,9.225,9.222,9.228,9.216,9.224,9.231,9.223,9.221,9.227,9.222,9.220,9.213,9.237,746555,1756488,3857448,3783755,3031638,7697810,1436999,1890277,3456197,2904540,2651510,1932955,2809,,,,,,,,,,,,,,99.67,99.22,99.68,99.17,99.25,99.34,99.37,99.52,99.33,98.84,99.45,98.98,79.75,15,16,14,18,15,13,14,14,16,15,16,17,6,
PE 16:0_22:6,C43 H74 N O8 P,763.5161,0.33,0,7.36,0.125,4689793,13,0,94.8,14.9,3,19,763.5156,763.5158,763.5162,763.5163,763.5162,763.5159,763.5159,763.5165,763.5158,763.5162,763.5162,763.5163,763.5160,7.369,7.364,7.365,7.354,7.362,7.369,7.368,7.364,7.355,7.363,7.366,7.362,7.245,2372704,4621559,6056731,6629832,5418149,4583147,3630633,5329515,6022816,6100897,5255510,4943441,2386,,,,,,,,,,,,,,91.81,92.94,92.65,94.83,93.27,91.80,92.07,92.01,94.71,93.01,92.33,93.09,45.24,17,17,15,19,19,18,15,18,15,18,19,17,3,
TG 16:0_18:2_18:2,C55 H98 O6,854.7370,0.52,0,13.52,0.023,2416390,13,0,99.9,1.8,12,22,854.7374,854.7372,854.7374,854.7374,854.7374,854.7373,854.7365,854.7367,854.7365,854.7370,854.7370,854.7372,854.7361,13.513,13.517,13.518,13.518,13.515,13.516,13.517,13.513,13.512,13.511,13.513,13.517,13.534,2729550,2572645,6787682,5647536,2740469,5265897,499910,1514895,695797,1319022,721516,911485,6668,,,,,,,,,,,,,,99.49,99.60,99.50,99.46,99.56,99.61,99.88,99.86,99.89,99.69,99.44,99.27,93.05,18,19,22,20,17,19,17,20,22,18,22,19,12,
PC 15:0_18:1(d7),C41 H73 D7 N O8 P,752.6068,0.24,0,7.82,0.007,2123235,12,1,99.8,0.2,11,15,752.6065,752.6068,752.6066,752.6069,752.6069,752.6068,752.6067,752.6066,752.6071,752.6065,752.6069,752.6067,,7.820,7.818,7.819,7.814,7.819,7.820,7.820,7.817,7.817,7.819,7.818,7.819,,2224901,2067177,2363108,2525200,1851952,1906359,2151432,2020439,2593667,1971403,1895973,1907216,,,,,,,,,,,,,,,99.79,99.62,99.74,99.18,99.54,99.68,99.59,99.76,99.30,99.64,99.50,99.67,,11,14,15,13,13,13,12,14,12,14,14,13,,
PC 18:0_22:5,C48 H86 N O8 P,835.6098,0.30,0,8.29,0.096,1921857,13,0,99.8,14.6,7,21,835.6096,835.6097,835.6098,835.6097,835.6098,835.6098,835.6102,835.6100,835.6098,835.6100,835.6099,835.6094,835.6093,8.294,8.298,8.294,8.288,8.296,8.289,8.294,8.292,8.295,8.296,8.294,8.293,8.202,1138272,2212450,2605668,2854986,1996320,1117512,1457529,2151042,2456081,2528802,2206893,2255323,3275,,,,,,,,,,,,,,99.61,99.60,99.81,99.42,99.78,99.20,99.46,99.40,99.54,99.57,99.75,99.71,49.36,19,21,19,20,21,18,19,21,21,21,19,21,7,
PC 18:1_18:2,C44 H82 N O8 P,783.5782,1.33,0,7.59,0.054,2028050,13,0,99.7,12.0,3,17,783.5781,783.5785,783.5788,783.5785,783.5787,783.5786,783.5783,783.5785,783.5785,783.5787,783.5787,783.5784,783.5748,7.586,7.592,7.592,7.591,7.596,7.592,7.590,7.589,7.595,7.595,7.593,7.591,7.640,710044,1970890,2292922,2970475,2483250,2357167,1378139,1785205,2877129,2723355,2781136,2031619,3332,,,,,,,,,,,,,,99.64,99.42,98.96,99.48,99.15,99.41,99.66,99.46,99.53,99.22,99.29,99.55,57.75,17,12,12,14,12,12,14,12,13,12,13,13,3,
PC 18:1_22:6,C48 H82 N O8 P,831.5785,0.31,0,7.14,0.016,1917808,12,1,99.7,0.2,16,19,831.5781,831.5786,831.5784,831.5784,831.5784,831.5788,831.5783,831.5786,831.5786,831.5791,831.5786,831.5787,,7.124,7.138,7.140,7.137,7.138,7.129,7.129,7.138,7.137,7.138,7.135,7.134,,1074729,1524248,2568261,2653103,2319716,1799690,1231310,1938587,2171060,1627076,1840246,2265671,,,,,,,,,,,,,,,99.63,99.40,99.72,99.64,99.59,99.33,99.63,99.57,99.60,99.14,99.58,99.50,,16,17,17,18,17,19,18,19,17,17,18,19,,
TG 16:0_16:0_18:1,C53 H100 O6,832.7526,0.39,0,14.31,0.007,1595991,13,0,99.9,1.1,13,19,832.7524,832.7524,832.7531,832.7528,832.7529,832.7531,832.7523,832.7522,832.7525,832.7526,832.7523,832.7524,832.7521,14.314,14.316,14.315,14.315,14.313,14.315,14.312,14.316,14.312,14.312,14.313,14.311,14.309,1677599,1116484,4246885,2511276,1842350,4369235,705652,1036539,546877,978222,701918,899604,115249,,,,,,,,,,,,,,99.76,99.74,99.63,99.76,99.50,99.10,99.63,99.88,99.54,99.66,99.60,99.75,95.77,18,18,18,18,16,19,17,18,16,17,16,16,13,
PE 18:0_20:4,C43 H78 N O8 P,767.5468,1.68,0,8.51,0.024,3604226,13,0,98.0,8.1,7,20,767.5466,767.5473,767.5467,767.5473,767.5472,767.5468,767.5474,767.5469,767.5473,767.5473,767.5475,767.5471,767.5426,8.511,8.510,8.511,8.505,8.516,8.506,8.511,8.509,8.508,8.514,8.512,8.510,8.492,1187461,3351199,4662819,5725905,4398132,4503282,2166784,3092774,5250704,4768545,4172948,3571219,3177,,,,,,,,,,,,,,97.66,97.08,97.74,96.38,97.97,96.94,96.90,97.38,96.63,97.56,97.56,97.33,69.69,15,17,15,18,20,17,17,18,16,16,18,15,7,
TG 18:2_18:2_18:2,C57 H98 O6,878.7369,0.48,0,13.00,0.009,1889557,13,0,99.9,5.1,12,19,878.7373,878.7374,878.7369,878.7372,878.7369,878.7372,878.7364,878.7364,878.7369,878.7367,878.7365,878.7365,878.7378,12.998,12.998,12.998,13.000,12.997,13.002,12.997,13.000,13.002,13.002,12.999,12.998,12.994,1853707,3209846,4959926,5390878,2698504,3023152,237514,1029676,423604,895915,387646,443722,10165,,,,,,,,,,,,,,99.17,99.32,99.69,99.59,99.54,99.39,99.35,99.85,99.47,99.75,99.68,99.42,81.38,18,19,18,16,18,17,15,16,15,19,17,17,12,
PC 18:0_22:5,C48 H86 N O8 P,835.6096,0.36,0,8.65,0.083,1174160,13,0,99.8,12.7,2,19,835.6095,835.6095,835.6097,835.6096,835.6098,835.6097,835.6092,835.6096,835.6103,835.6099,835.6099,835.6092,835.6092,8.651,8.649,8.650,8.643,8.651,8.651,8.651,8.649,8.647,8.651,8.649,8.647,8.725,366814,1083806,1678656,2037220,1569459,628880,678868,1326432,1844653,1562075,1159209,1322795,5225,,,,,,,,,,,,,,99.68,99.67,99.56,99.33,99.69,98.78,99.78,99.52,98.77,99.33,99.26,99.69,55.38,16,17,15,18,19,16,16,16,17,18,14,17,2,
SM d34:1,C39 H79 N2 O6 P,702.5680,0.32,0,7.34,0.033,1060355,13,0,99.7,7.8,5,17,702.5680,702.5679,702.5681,702.5683,702.5681,702.5680,702.5675,702.5680,702.5677,702.5682,702.5680,702.5678,702.5684,7.341,7.339,7.341,7.334,7.342,7.343,7.340,7.339,7.345,7.341,7.336,7.342,7.367,418390,857828,1371002,1379447,1306675,1938071,665893,1030938,1366444,1175181,1069306,1202535,2909,,,,,,,,,,,,,,99.57,99.56,99.43,99.02,99.64,99.48,99.55,99.40,99.64,99.28,99.06,99.73,72.10,13,16,15,16,16,17,14,15,16,16,14,16,5,
PC 18:2_18:2,C44 H80 N O8 P,781.5626,0.26,0,6.85,0.062,1043902,13,0,99.9,10.0,9,18,781.5624,781.5626,781.5628,781.5628,781.5627,781.5624,781.5624,781.5627,781.5629,781.5625,781.5626,781.5628,781.5622,6.851,6.854,6.856,6.848,6.854,6.856,6.850,6.853,6.853,6.852,6.851,6.850,6.910,304076,1038098,1172959,1679383,1423160,1021965,537678,918539,1548912,1426927,1296228,1197651,5157,,,,,,,,,,,,,,99.88,99.69,99.60,99.52,99.69,99.89,99.81,99.63,99.47,99.83,99.70,99.54,64.85,14,15,16,17,15,13,14,15,16,15,14,18,9,
PC 18:0_20:5,C46 H82 N O8 P,807.5789,0.39,0,7.73,0.011,1068552,12,1,99.5,6.1,12,16,807.5784,807.5791,807.5790,807.5787,807.5793,807.5783,807.5790,807.5788,807.5794,807.5791,807.5790,807.5790,,7.726,7.728,7.725,7.723,7.730,7.720,7.731,7.726,7.728,7.728,7.726,7.727,,510082,1009707,1301707,1153531,1197883,435257,820283,1293310,1342151,1448051,1033103,1277565,,,,,,,,,,,,,,,99.45,85.68,85.61,87.71,85.24,77.03,85.88,86.64,85.20,81.27,82.92,83.87,,16,15,15,15,15,12,12,14,13,14,12,14,,
TG 18:1_18:2_20:1,C59 H106 O6,910.7992,0.48,0,14.30,0.003,1155090,13,0,99.8,4.6,14,23,910.7990,910.7991,910.7994,910.7994,910.7996,910.7991,910.7989,910.7988,910.7991,910.7991,910.7988,910.7987,910.8004,14.295,14.293,14.295,14.295,14.295,14.296,14.295,14.294,14.296,14.295,14.296,14.295,14.292,1181955,1531688,1995441,2662379,1957446,1669733,363416,902867,615408,1071113,530874,523451,10411,,,,,,,,,,,,,,99.47,99.32,99.67,99.76,99.68,98.76,98.04,99.36,99.50,99.78,99.82,99.49,83.14,21,22,17,19,20,20,22,18,23,20,20,19,14,
SM d38:1,C43 H87 N2 O6 P,758.6301,1.62,0,9.29,0.033,962963,13,0,99.7,11.3,3,16,758.6296,758.6300,758.6299,758.6299,758.6299,758.6297,758.6295,758.6300,758.6297,758.6300,758.6298,758.6298,758.6342,9.286,9.285,9.289,9.282,9.290,9.287,9.292,9.285,9.289,9.289,9.281,9.285,9.259,375218,861577,1406946,1530660,1207093,1201015,546822,983905,1250896,1153453,932690,1064100,4147,,,,,,,,,,,,,,98.87,99.37,99.62,99.29,99.73,99.40,99.61,99.05,99.65,99.44,99.18,99.39,59.96,14,14,15,15,15,16,13,13,14,15,13,14,3,
TG 16:0_16:0_18:2,C53 H98 O6,830.7369,0.47,0,14.01,0.160,1142774,13,0,99.8,5.8,14,18,830.7372,830.7370,830.7376,830.7373,830.7370,830.7373,830.7366,830.7366,830.7367,830.7367,830.7368,830.7365,830.7362,14.017,14.014,14.022,14.020,14.008,14.013,13.959,13.992,13.948,13.982,13.972,13.981,14.108,1085631,739799,3259394,1787932,1268242,3271914,557657,648301,520421,627037,479145,604852,5749,,,,,,,,,,,,,,99.61,99.53,99.31,99.45,99.68,99.80,93.09,98.85,90.26,97.64,95.90,97.65,80.48,16,16,16,17,17,18,15,15,16,17,15,14,14,
SM d40:1,C45 H91 N2 O6 P,786.6620,0.36,0,10.17,0.080,865568,13,0,99.9,10.7,7,18,786.6614,786.6621,786.6620,786.6623,786.6621,786.6617,786.6622,786.6615,786.6621,786.6622,786.6624,786.6619,786.6622,10.167,10.166,10.166,10.158,10.167,10.163,10.167,10.166,10.164,10.167,10.163,10.163,10.087,294927,755051,1144653,1411333,1092883,939638,525518,860778,1278368,1103135,855336,987485,3290,,,,,,,,,,,,,,99.92,99.53,99.60,99.51,99.81,99.83,99.31,99.86,99.86,99.38,99.14,99.67,62.14,14,16,16,17,16,18,13,13,16,16,13,15,7,
TG 16:0_18:2_22:6,C59 H98 O6,902.7361,1.30,0,13.09,0.092,1152540,13,0,90.7,11.1,11,18,902.7369,902.7354,902.7375,902.7375,902.7358,902.7368,902.7364,902.7351,902.7371,902.7354,902.7365,902.7347,902.7335,13.088,13.089,13.089,13.093,13.087,13.085,13.086,13.087,13.086,13.086,13.088,13.087,13.177,1354113,1289685,3376223,3088854,1666060,1409765,187348,762733,438257,696331,347913,360131,5615,,,,,,,,,,,,,,90.41,82.85,86.54,82.77,81.97,82.93,82.30,74.30,90.67,81.11,81.03,86.47,54.79,16,18,17,17,15,15,15,17,13,18,15,15,11,
PC 18:1_18:1,C44 H84 N O8 P,785.5939,0.25,0,8.37,0.025,1036523,12,1,99.8,1.3,11,16,785.5936,785.5938,785.5940,785.5939,785.5939,785.5940,785.5941,785.5941,785.5941,785.5941,785.5940,785.5936,,8.350,8.365,8.372,8.371,8.371,8.372,8.366,8.370,8.374,8.375,8.367,8.371,,340447,922645,1027626,1423500,1131301,991788,693458,826825,1421054,1329951,1308449,1021243,,,,,,,,,,,,,,,95.09,99.71,99.48,99.53,99.55,99.36,99.34,99.32,99.04,99.18,99.56,99.80,,14,13,15,14,15,16,11,14,14,16,15,14,,
TG 54:5,C57 H100 O6,880.7526,0.40,0,13.50,0.022,4414655,13,0,99.9,7.4,9,21,880.7531,880.7527,880.7526,880.7531,880.7531,880.7527,880.7524,880.7524,880.7524,880.7528,880.7525,880.7528,880.7519,13.497,13.498,13.497,13.496,13.497,13.497,13.500,13.497,13.497,13.500,13.496,13.499,13.478,4750845,7263638,9947505,11045597,6529738,7532076,696585,3001639,1428085,2641548,1139054,1402529,11677,,,,,,,,,,,,,,99.29,99.74,99.89,99.53,99.48,99.84,99.74,99.81,99.87,99.54,99.69,99.01,73.61,21,20,19,18,18,20,21,20,20,19,21,20,9,
TG 18:0_18:1_18:1,C57 H106 O6,886.7991,0.78,0,14.47,0.007,958249,13,0,99.7,2.1,13,19,886.7991,886.7997,886.7995,886.7993,886.7998,886.7999,886.7993,886.7995,886.7988,886.7991,886.7992,886.7986,886.7972,14.476,14.478,14.475,14.472,14.474,14.477,14.475,14.478,14.475,14.474,14.475,14.473,14.471,869963,913168,1729645,1875596,1486081,2457911,413120,560213,460528,622015,438165,574171,56673,,,,,,,,,,,,,,99.73,99.38,99.72,99.26,99.40,98.94,97.37,99.51,95.24,99.45,99.10,98.82,92.72,19,15,18,18,19,18,17,18,16,17,17,16,13,
